time,gt_x,gt_y,gt_z,gt_vx,gt_vy,gt_vz,meas_x,meas_y,meas_z,gnss_error_mag,wind_x,wind_y,wind_z,wind_mag,rep_force_mag,nearest_neighbor_dist,target_x,target_y,target_z,tracking_error_mag,collision_flag
29.831,17.5274,3.3344,0.08,-0.0,0.0001,-0.0,18.3534,4.1087,0.9719,1.4413,-0.0005,0.0001,-0.0007,0.0009,0.0,1.264,-333.4656,-994.1352,-1000.313,1455.6538,1
29.873,17.5274,3.3344,0.08,-0.0,0.0001,0.0,18.3549,4.1081,0.9712,1.4414,0.0003,-0.0002,-0.0017,0.0018,0.0,1.264,-342.4908,-994.6765,-1009.222,1464.3529,1
29.915,17.5274,3.3344,0.08,-0.0,0.0001,0.0,18.3564,4.1075,0.9705,1.4414,0.0003,0.0004,-0.0005,0.0007,0.0,1.265,-342.4932,-994.6757,-1009.222,1464.353,1
29.956,17.5274,3.3345,0.08,-0.0,0.0001,-0.0,18.3583,4.1067,0.9695,1.4415,-0.0005,-0.0006,-0.0003,0.0008,0.0,1.265,-342.496,-994.6747,-1009.222,1464.353,1
29.998,17.5274,3.3345,0.08,-0.0,0.0001,-0.0,18.3597,4.106,0.9689,1.4416,-0.0002,0.0003,0.0002,0.0004,0.0,1.265,-342.4974,-994.6742,-1009.222,1464.353,1
30.039,17.5274,3.3345,0.08,-0.0,0.0001,0.0,18.5136,4.8391,1.2357,2.1383,-0.0006,0.0004,0.0004,0.0008,0.0,0.517,-355.4854,-995.9222,-1022.03,1477.2817,1
30.081,17.5274,3.3345,0.08,-0.0,0.0001,-0.0,18.5124,4.8411,1.2364,2.1395,0.0005,-0.0002,0.0001,0.0005,0.0,0.516,-355.4892,-995.9209,-1022.03,1477.2818,1
30.123,17.5274,3.3345,0.08,-0.0,0.0001,0.0,18.5115,4.8426,1.237,2.1405,0.0001,-0.0001,0.0,0.0002,0.0,0.515,-355.4902,-995.9205,-1022.03,1477.2818,1
30.164,17.5274,3.3345,0.08,-0.0,0.0001,-0.0,18.5107,4.8441,1.2376,2.1415,-0.0001,-0.0,-0.0001,0.0002,0.0,0.513,-366.9188,-996.6426,-1033.352,1488.5344,1
30.206,17.5274,3.3345,0.08,-0.0,0.0001,-0.0,18.5096,4.8461,1.2383,2.1427,0.0001,-0.0007,-0.0002,0.0007,0.0,0.512,-378.1971,-997.224,-1044.55,1499.6556,1
30.247,17.5274,3.3345,0.08,-0.0,0.0001,-0.0,18.9665,4.5406,1.0095,2.0952,0.0002,-0.0002,0.0002,0.0003,0.0,0.848,-378.2021,-997.2221,-1044.55,1499.6557,1
30.289,17.5274,3.3345,0.08,-0.0,0.0001,-0.0,18.8039,4.6196,1.158,2.1079,-0.0003,-0.0005,0.0004,0.0007,0.0,0.727,-378.2036,-997.2215,-1044.55,1499.6557,1
30.331,17.5274,3.3345,0.08,-0.0,0.0001,0.0,18.8026,4.621,1.1583,2.108,-0.0001,-0.0002,-0.0001,0.0002,0.0,0.725,-391.0466,-997.9756,-1057.246,1512.446,1
30.372,17.5274,3.3345,0.08,-0.0,0.0001,-0.0,18.8017,4.622,1.1584,2.1081,0.0,-0.0,-0.0005,0.0005,0.0,0.724,-391.0505,-997.9741,-1057.246,1512.4461,1
30.414,17.5274,3.3345,0.08,-0.0,0.0001,-0.0,18.8007,4.6229,1.1585,2.1082,-0.0005,-0.0004,-0.0008,0.001,0.0,0.723,-391.0517,-997.9737,-1057.246,1512.4461,1
30.455,17.5274,3.3345,0.08,-0.0,0.0001,0.0,18.547,4.3896,1.0585,1.7636,0.0,0.0003,-0.0,0.0003,0.0,0.951,-391.0534,-997.973,-1057.246,1512.4461,1
30.497,17.5274,3.3345,0.08,-0.0,0.0001,-0.0,18.905,4.0303,0.9202,1.7572,-0.0005,-0.0002,0.0006,0.0008,0.0,1.325,-400.0702,-998.3199,-1066.263,1521.4423,1
30.539,17.5274,3.3345,0.08,-0.0,0.0001,-0.0,18.9045,4.0292,0.9191,1.7559,-0.0,-0.0005,-0.0,0.0005,0.0,1.326,-400.0735,-998.3186,-1066.263,1521.4424,1
30.58,17.5274,3.3345,0.08,-0.0,0.0001,-0.0,18.9038,4.0276,0.9176,1.754,-0.0002,0.0003,0.0009,0.001,0.0,1.327,-413.1446,-999.0796,-1079.241,1534.6811,1
30.622,17.5274,3.3345,0.08,-0.0,0.0001,0.0,18.9033,4.0265,0.9164,1.7525,0.0,0.0002,-0.0005,0.0005,0.0,1.328,-413.1488,-999.0779,-1079.241,1534.6812,1
30.663,17.5274,3.3345,0.08,-0.0,0.0001,0.0,18.9027,4.0253,0.9151,1.7511,0.0001,0.0,-0.001,0.001,0.0,1.329,-413.15,-999.0774,-1079.241,1534.6812,1
30.705,17.5274,3.3345,0.08,-0.0,0.0001,-0.0,18.6021,4.1932,1.2186,1.7857,-0.0004,-0.0002,-0.0002,0.0005,0.0,1.142,-413.1509,-999.077,-1079.241,1534.6812,1
30.747,17.5274,3.3345,0.08,-0.0,0.0001,0.0,18.6013,4.1926,1.2189,1.7851,-0.0001,-0.0002,0.0003,0.0004,0.0,1.143,-422.1754,-999.6337,-1088.257,1543.9434,1
30.788,17.5274,3.3345,0.08,-0.0,0.0001,-0.0,18.6005,4.192,1.2191,1.7845,-0.0003,-0.0,-0.0003,0.0005,0.0,1.143,-433.5754,-1000.5511,-1099.599,1555.8194,1
30.83,17.5274,3.3345,0.08,-0.0,0.0001,0.0,18.5995,4.1912,1.2195,1.7837,0.0002,0.0003,-0.0009,0.001,0.0,1.144,-433.5801,-1000.5491,-1099.599,1555.8194,1
30.871,17.5274,3.3345,0.08,-0.0,0.0001,0.0,18.5639,4.1813,1.3025,1.8127,-0.0,0.0,-0.0009,0.0009,0.0,1.157,-446.4774,-1001.8572,-1112.427,1569.5167,1
30.913,17.5274,3.3345,0.08,-0.0,0.0001,0.0,18.564,4.18,1.3018,1.8117,-0.0002,-0.0006,0.0008,0.001,0.0,1.158,-446.4799,-1001.8561,-1112.427,1569.5168,1
30.955,17.5274,3.3345,0.08,-0.0,0.0001,0.0,18.5642,4.1783,1.3008,1.8104,0.0002,-0.0002,0.0005,0.0006,0.0,1.16,-446.4828,-1001.8548,-1112.427,1569.5168,1
30.996,17.5274,3.3345,0.08,-0.0,0.0001,0.0,18.6144,4.2698,1.3736,1.9312,0.0005,-0.0002,0.0005,0.0007,0.0,1.065,-446.4843,-1001.8542,-1112.427,1569.5168,1
31.038,17.5274,3.3346,0.08,-0.0,0.0001,-0.0,18.6142,4.2697,1.3732,1.9308,-0.0001,0.0006,0.0005,0.0008,0.0,1.065,-455.5072,-1002.9724,-1121.448,1579.3165,1
31.079,17.5274,3.3346,0.08,-0.0,0.0001,-0.0,18.6139,4.2696,1.3726,1.9302,-0.0001,-0.0002,-0.0004,0.0004,0.0,1.065,-455.5092,-1002.9716,-1121.448,1579.3165,1
31.121,17.5274,3.3346,0.08,-0.0,0.0001,-0.0,18.6136,4.2695,1.3722,1.9297,-0.0,0.0001,0.0,0.0001,0.0,1.065,-455.5101,-1002.9711,-1121.448,1579.3165,1
31.163,17.5274,3.3346,0.08,-0.0,0.0001,-0.0,18.6133,4.2694,1.3719,1.9293,0.0,-0.0001,0.0014,0.0014,0.0,1.065,-455.5104,-1002.971,-1121.448,1579.3165,1
31.204,17.5274,3.3346,0.08,-0.0,0.0001,-0.0,18.6626,4.4225,1.081,1.864,-0.0001,0.0002,-0.0002,0.0003,0.0,0.911,-466.8021,-1004.4999,-1132.706,1591.7002,1
31.246,17.5274,3.3346,0.08,-0.0,0.0001,-0.0,18.6629,4.423,1.0788,1.8633,0.0002,-0.0002,-0.0002,0.0004,0.0,0.91,-479.7776,-1006.4683,-1145.69,1606.1765,1
31.287,17.5274,3.3346,0.08,-0.0,0.0001,-0.0,18.4825,4.0765,0.827,1.4215,0.0003,-0.0007,0.0004,0.0009,0.0,1.27,-479.7797,-1006.4674,-1145.69,1606.1766,1
31.329,17.5274,3.3346,0.08,-0.0,0.0001,-0.0,18.4829,4.0751,0.8255,1.4203,0.0004,-0.0008,-0.0002,0.0009,0.0,1.272,-479.7821,-1006.4662,-1145.69,1606.1766,1
31.371,17.5274,3.3346,0.08,-0.0,0.0001,-0.0,18.4832,4.074,0.8244,1.4194,-0.0002,-0.0001,0.0007,0.0008,0.0,1.273,-488.8047,-1008.199,-1154.704,1616.5081,1
31.412,17.5274,3.3346,0.08,-0.0,0.0001,0.0,18.1205,4.2204,0.8364,1.3071,-0.0006,0.0011,0.0006,0.0014,0.0,1.119,-488.8086,-1008.1971,-1154.704,1616.5081,1
31.454,17.5274,3.3346,0.08,-0.0,0.0001,0.0,18.1193,4.2196,0.8362,1.3059,-0.0001,0.0001,-0.0001,0.0002,0.0,1.12,-488.8097,-1008.1966,-1154.704,1616.5082,1
31.495,17.5274,3.3346,0.08,-0.0,0.0001,0.0,18.1185,4.2189,0.8361,1.305,0.0002,0.0003,-0.0001,0.0004,0.0,1.121,-501.9548,-1010.6271,-1167.755,1631.5081,1
31.537,17.5274,3.3346,0.08,-0.0,0.0001,0.0,18.1177,4.2182,0.8359,1.3041,-0.0,0.0002,0.0004,0.0004,0.0,1.121,-501.9573,-1010.6259,-1167.755,1631.5081,1
31.579,17.5274,3.3346,0.08,-0.0,0.0001,-0.0,18.1167,4.2173,0.8358,1.3029,0.0006,-0.0001,-0.0005,0.0008,0.0,1.122,-513.3565,-1013.0783,-1179.063,1644.783,1
31.62,17.5274,3.3346,0.08,-0.0,0.0001,-0.0,18.2049,3.9806,0.6995,1.1225,0.0002,-0.0002,-0.0005,0.0005,0.0,1.368,-513.3588,-1013.0771,-1179.063,1644.783,1
31.662,17.5274,3.3346,0.08,-0.0,0.0001,0.0,18.2064,3.9808,0.6998,1.1237,-0.0003,-0.0005,-0.0005,0.0008,0.0,1.368,-513.3595,-1013.0768,-1179.063,1644.783,1
31.703,17.5274,3.3346,0.08,-0.0,0.0001,-0.0,18.2083,3.9811,0.7003,1.1254,-0.0004,-0.0008,0.0002,0.0009,0.0,1.368,-513.3603,-1013.0764,-1179.063,1644.783,1
31.745,17.5274,3.3346,0.08,-0.0,0.0001,0.0,18.2098,3.9813,0.7008,1.1266,-0.0005,-0.0003,0.0001,0.0006,0.0,1.368,-526.2398,-1015.9541,-1191.669,1659.7885,1
31.787,17.5274,3.3346,0.08,-0.0,0.0001,-0.0,18.2112,3.9815,0.7014,1.1279,0.0004,0.0003,-0.0005,0.0007,0.0,1.368,-535.2679,-1018.3625,-1200.062,1670.266,1
31.828,17.5274,3.3346,0.08,-0.0,0.0001,-0.0,18.0809,3.96,1.2192,1.4125,-0.0004,-0.0005,-0.0002,0.0007,0.0,1.376,-535.2721,-1018.3603,-1200.062,1670.2661,1
31.87,17.5274,3.3346,0.08,-0.0,0.0001,-0.0,18.0803,3.9583,1.2196,1.4119,-0.0005,-0.0003,0.0007,0.0009,0.0,1.377,-535.2742,-1018.3593,-1200.062,1670.2661,1
31.911,17.5274,3.3346,0.08,-0.0,0.0001,0.0,18.0798,3.9566,1.22,1.4112,0.0001,-0.0001,-0.0001,0.0002,0.0,1.379,-535.2752,-1018.3587,-1200.062,1670.2661,1
31.953,17.5274,3.3346,0.08,-0.0,0.0001,-0.0,18.079,3.9543,1.2205,1.4104,-0.0002,0.0005,0.001,0.0011,0.0,1.381,-548.3833,-1021.7276,-1211.884,1685.1896,1
31.995,17.5274,3.3346,0.08,-0.0,0.0001,-0.0,18.0784,3.9526,1.2209,1.4097,-0.0,0.0008,-0.0002,0.0008,0.0,1.383,-548.3853,-1021.7265,-1211.884,1685.1897,1
32.036,17.5274,3.3346,0.08,-0.0,0.0001,-0.0,18.6755,3.841,0.8579,1.4764,0.0002,0.0002,0.0002,0.0004,0.0,1.492,-548.3853,-1021.7265,-1211.884,1685.1897,1
32.078,17.5274,3.3346,0.08,-0.0,0.0001,0.0,18.6772,3.8407,0.858,1.4776,-0.0001,-0.0,-0.0009,0.0009,0.0,1.493,-557.4089,-1024.2605,-1219.326,1695.1267,1
32.119,17.5274,3.3347,0.08,-0.0,0.0001,-0.0,18.6784,3.8405,0.8581,1.4786,-0.0003,-0.0003,0.0006,0.0007,0.0,1.493,-570.5498,-1027.5889,-1230.098,1709.3789,1
32.161,17.5274,3.3347,0.08,-0.0,0.0001,-0.0,18.6796,3.8404,0.8581,1.4795,0.0,-0.0003,0.0006,0.0007,0.0,1.493,-570.5498,-1027.5889,-1230.098,1709.3789,1
32.203,17.5274,3.3347,0.08,-0.0,0.0001,0.0,18.6812,3.8401,0.8582,1.4807,0.0002,-0.0002,-0.0001,0.0003,0.0,1.493,-570.5541,-1027.5865,-1230.098,1709.3789,1
32.244,17.5274,3.3347,0.08,-0.0,0.0001,0.0,18.5709,3.9087,1.2806,1.6911,-0.0003,0.0003,-0.0001,0.0005,0.0,1.428,-570.5546,-1027.5863,-1230.098,1709.3789,1
32.286,17.5274,3.3347,0.08,-0.0,0.0001,0.0,18.5712,3.9087,1.2813,1.6918,-0.0001,0.0003,0.0005,0.0006,0.0,1.428,-579.5766,-1029.7812,-1236.664,1718.5451,1
32.327,17.5274,3.3347,0.08,-0.0,0.0001,-0.0,18.5716,3.9086,1.2822,1.6926,-0.0002,0.0003,0.0002,0.0004,0.0,1.428,-579.5787,-1029.78,-1236.664,1718.5451,1
32.369,17.5274,3.3347,0.08,-0.0,0.0001,0.0,18.5719,3.9085,1.2828,1.6933,0.0001,-0.0001,0.0005,0.0005,0.0,1.428,-592.7581,-1032.6061,-1246.409,1731.865,1
32.411,17.5274,3.3347,0.08,-0.0,0.0001,-0.0,18.5723,3.9085,1.2835,1.694,0.0002,-0.0007,-0.0004,0.0008,0.0,1.428,-592.76,-1032.605,-1246.409,1731.8651,1
32.452,17.5274,3.3347,0.08,-0.0,0.0001,-0.0,18.579,4.4319,0.8129,1.6873,-0.0005,-0.0006,0.0004,0.0008,0.0,0.906,-601.787,-1034.0861,-1252.363,1740.2315,1
32.494,17.5274,3.3347,0.08,-0.0,0.0001,0.0,18.5783,4.433,0.8095,1.6861,-0.0002,-0.0003,0.0004,0.0005,0.0,0.905,-601.7885,-1034.0853,-1252.363,1740.2316,1
32.535,17.5274,3.3347,0.08,-0.0,0.0001,0.0,18.5776,4.4341,0.8062,1.685,0.0001,0.0001,-0.0002,0.0002,0.0,0.904,-601.7901,-1034.0844,-1252.363,1740.2316,1
32.577,17.5274,3.3347,0.08,-0.0,0.0001,0.0,18.5767,4.4356,0.8017,1.6834,-0.0006,0.0003,-0.0007,0.0009,0.0,0.902,-601.7906,-1034.0841,-1252.363,1740.2316,1
32.619,17.5274,3.3347,0.08,-0.0,0.0001,-0.0,18.5759,4.4366,0.7984,1.6821,0.0004,-0.0001,0.0007,0.0009,0.0,0.901,-613.2993,-1035.6493,-1260.069,1750.83,1
32.66,17.5274,3.3347,0.08,-0.0,0.0001,-0.0,18.5752,4.4376,0.7949,1.6809,-0.0001,-0.0007,0.0001,0.0007,0.0,0.9,-613.301,-1035.6484,-1260.069,1750.83,1
32.702,17.5274,3.3347,0.08,-0.0,0.0001,-0.0,18.7848,4.5235,0.6697,1.8281,-0.0004,0.0002,0.0008,0.0009,0.0,0.818,-626.2693,-1036.9318,-1268.745,1762.5395,1
32.743,17.5274,3.3347,0.08,-0.0,0.0001,-0.0,18.7849,4.5241,0.6703,1.8288,-0.0003,-0.0008,0.0003,0.0009,0.0,0.818,-626.2715,-1036.9305,-1268.745,1762.5395,1
32.785,17.5274,3.3347,0.08,-0.0,0.0001,-0.0,18.785,4.5247,0.6708,1.8294,0.0003,-0.0004,0.0005,0.0008,0.0,0.817,-626.2725,-1036.9299,-1268.745,1762.5395,1
32.827,17.5274,3.3347,0.08,-0.0,0.0001,0.0,18.7853,4.5253,0.6716,1.8303,0.0004,0.001,0.001,0.0014,0.0,0.817,-635.2966,-1036.9784,-1274.45,1769.9879,1
32.868,17.5274,3.3347,0.08,-0.0,0.0001,0.0,18.6496,4.8055,0.9581,2.0478,0.0002,0.0002,0.0,0.0002,0.0,0.528,-635.2972,-1036.9781,-1274.45,1769.9879,1
32.91,17.5274,3.3347,0.08,-0.0,0.0001,-0.0,18.6489,4.8057,0.9588,2.048,0.0003,-0.0006,0.0009,0.0011,0.0,0.528,-648.3339,-1037.3234,-1283.19,1781.326,1
32.951,17.5274,3.3347,0.08,-0.0,0.0001,-0.0,18.6337,4.7292,0.7228,1.8926,-0.0003,0.0,-0.0007,0.0008,0.0,0.605,-648.3381,-1037.3208,-1283.19,1781.3261,1
32.993,17.5274,3.3347,0.08,-0.0,0.0001,-0.0,18.6342,4.7303,0.7228,1.8936,-0.0,0.0003,0.0008,0.0008,0.0,0.604,-648.3388,-1037.3204,-1283.19,1781.3261,1
33.035,17.5274,3.3347,0.08,-0.0,0.0001,-0.0,18.6346,4.7314,0.7226,1.8946,-0.0002,-0.0005,-0.0003,0.0007,0.0,0.603,-648.3396,-1037.3199,-1283.19,1781.3261,1
33.076,17.5274,3.3347,0.08,-0.0,0.0001,-0.0,18.7925,5.0122,1.0993,2.3352,0.0002,-0.0003,0.0005,0.0006,0.175,0.345,-657.3351,-1036.9627,-1289.163,1788.8,1
33.118,17.5274,3.3347,0.08,-0.0,0.0001,0.0,18.7939,5.0125,1.0995,2.3363,0.0001,0.0001,0.0,0.0002,0.175,0.345,-657.336,-1036.9621,-1289.163,1788.8,1
33.159,17.5274,3.3348,0.08,-0.0,0.0001,-0.0,18.7953,5.0129,1.0997,2.3374,0.0004,0.0006,0.0004,0.0009,0.175,0.345,-657.3372,-1036.9614,-1289.163,1788.8001,1
33.201,17.5274,3.3348,0.08,-0.0,0.0001,0.0,18.9641,4.3744,1.269,2.1352,-0.0,-0.0,-0.0,0.0,0.0,1.004,-670.9576,-1036.7886,-1298.519,1800.6186,1
33.243,17.5274,3.3348,0.08,-0.0,0.0001,0.0,18.9641,4.3749,1.2693,2.1355,-0.0001,0.0004,0.0002,0.0005,0.0,1.004,-670.9597,-1036.7872,-1298.519,1800.6186,1
33.284,17.5274,3.3348,0.08,-0.0,0.0001,0.0,18.964,4.3754,1.2694,2.1359,0.0004,0.0,-0.0004,0.0005,0.0,1.003,-682.1752,-1036.1773,-1306.469,1810.3147,1
33.326,17.5274,3.3348,0.08,-0.0,0.0001,-0.0,18.9641,4.3762,1.2697,2.1364,0.0002,0.0,0.0003,0.0003,0.0,1.002,-682.1774,-1036.1759,-1306.469,1810.3147,1
33.367,17.5274,3.3348,0.08,-0.0,0.0001,-0.0,18.9641,4.3768,1.27,2.1368,-0.0002,0.0001,-0.0005,0.0005,0.0,1.002,-682.1785,-1036.1752,-1306.469,1810.3147,1
33.409,17.5274,3.3348,0.08,-0.0,0.0001,-0.0,19.2772,3.9126,1.4765,2.3122,-0.0004,-0.0001,-0.0001,0.0004,0.0,1.546,-694.8903,-1035.3803,-1315.725,1821.4858,1
33.451,17.5274,3.3348,0.08,-0.0,0.0001,0.0,19.2766,3.9119,1.4773,2.312,0.0004,0.0001,-0.0005,0.0006,0.0,1.547,-694.8941,-1035.3778,-1315.725,1821.4859,1
33.492,17.5273,3.3348,0.08,-0.0,0.0001,0.0,19.2763,3.9114,1.4777,2.3119,-0.0,0.0006,-0.0003,0.0007,0.0,1.547,-694.8946,-1035.3774,-1315.725,1821.4859,1
33.534,17.5273,3.3348,0.08,-0.0,0.0001,-0.0,19.2761,3.9108,1.4782,2.3119,0.0001,-0.0002,-0.0007,0.0007,0.0,1.548,-703.9179,-1034.4532,-1322.649,1829.5079,1
33.575,17.5273,3.3348,0.08,-0.0,0.0001,-0.0,19.2758,3.9101,1.4789,2.3119,0.0,-0.0005,0.0002,0.0005,0.0,1.548,-703.9195,-1034.4522,-1322.649,1829.5079,1
33.617,17.5273,3.3348,0.08,-0.0,0.0001,0.0,18.8571,4.3371,1.7082,2.329,-0.0001,-0.0002,-0.0004,0.0005,0.0,1.014,-716.9293,-1033.3219,-1332.77,1841.3508,1
33.659,17.5273,3.3348,0.08,-0.0,0.0001,-0.0,18.8555,4.3369,1.7099,2.3291,-0.0003,0.0003,0.0007,0.0008,0.0,1.014,-716.9305,-1033.3211,-1332.77,1841.3508,1
33.7,17.5273,3.3348,0.08,-0.0,0.0001,0.0,18.8534,4.3366,1.7121,2.3294,0.0002,0.0002,-0.0003,0.0005,0.0,1.014,-725.9599,-1032.3347,-1340.289,1849.8577,1
33.742,17.5273,3.3348,0.08,-0.0,0.0001,0.0,18.8519,4.3364,1.7139,2.3297,0.0005,-0.0007,-0.0003,0.0009,0.0,1.014,-725.9622,-1032.3331,-1340.289,1849.8578,1
33.783,17.5273,3.3348,0.08,-0.0,0.0001,-0.0,18.8504,4.3361,1.7157,2.3299,0.0001,0.0003,0.0003,0.0004,0.0,1.014,-725.9628,-1032.3327,-1340.289,1849.8578,1
33.825,17.5273,3.3348,0.08,-0.0,0.0001,0.0,19.0284,4.2927,1.4451,2.2437,0.0004,-0.0004,-0.0003,0.0007,0.0,1.102,-739.1048,-1031.1496,-1351.275,1862.4743,1
33.867,17.5273,3.3348,0.08,-0.0,0.0001,0.0,19.0287,4.2922,1.4441,2.2431,-0.0,0.0,-0.0005,0.0005,0.0,1.102,-739.1078,-1031.1475,-1351.275,1862.4743,1
33.908,17.5273,3.3348,0.08,-0.0,0.0001,-0.0,19.0289,4.2917,1.4431,2.2424,0.0,-0.0005,-0.0003,0.0005,0.0,1.103,-739.1093,-1031.1464,-1351.275,1862.4744,1
33.95,17.5273,3.3348,0.08,-0.0,0.0001,-0.0,18.747,3.6205,1.4432,1.8514,-0.0001,-0.0001,-0.0009,0.0009,0.0,1.715,-748.1329,-1030.3001,-1359.352,1871.5481,1
33.991,17.5273,3.3348,0.08,-0.0,0.0001,-0.0,18.7466,3.6188,1.4425,1.8503,0.0003,0.0002,0.0003,0.0004,0.0,1.716,-748.1337,-1030.2996,-1359.352,1871.5481,1
34.033,17.5273,3.3348,0.08,-0.0,0.0001,-0.0,18.7461,3.6171,1.4419,1.8493,-0.0,-0.0007,0.0003,0.0008,0.0,1.718,-748.1345,-1030.2989,-1359.352,1871.5481,1
34.075,17.5273,3.3348,0.08,-0.0,0.0001,-0.0,18.7454,3.6149,1.441,1.8478,0.0001,0.0008,-0.0,0.0008,0.0,1.72,-761.3444,-1029.2701,-1371.054,1884.9198,1
34.116,17.5273,3.3348,0.08,-0.0,0.0001,-0.0,18.745,3.6132,1.4403,1.8468,-0.0001,-0.0003,0.0005,0.0006,0.0,1.722,-761.3444,-1029.2701,-1371.054,1884.9198,1
34.158,17.5273,3.3348,0.08,-0.0,0.0001,-0.0,18.9032,3.7891,1.3238,1.9096,-0.0002,-0.0004,0.0003,0.0005,0.0,1.562,-770.3671,-1028.7197,-1379.558,1894.5488,1
34.199,17.5273,3.3348,0.08,-0.0,0.0001,0.0,18.9039,3.7878,1.3244,1.9101,0.0002,0.0005,-0.0004,0.0007,0.0,1.564,-770.3694,-1028.7179,-1379.558,1894.5488,1
34.241,17.5273,3.3349,0.08,-0.0,0.0001,0.0,18.9045,3.7868,1.3247,1.9105,0.0003,0.0004,-0.0002,0.0006,0.0,1.565,-770.3698,-1028.7177,-1379.558,1894.5488,1
34.283,17.5273,3.3349,0.08,-0.0,0.0001,0.0,18.905,3.7859,1.3251,1.911,0.0002,0.0001,-0.0002,0.0003,0.0,1.566,-781.8335,-1028.3391,-1390.288,1906.9484,1
34.324,17.5273,3.3349,0.08,-0.0,0.0001,0.0,18.448,3.9368,1.3158,1.6545,-0.0006,0.0006,-0.0009,0.0013,0.0,1.414,-781.8343,-1028.3385,-1390.288,1906.9484,1
34.366,17.5273,3.3349,0.08,-0.0,0.0001,0.0,18.4473,3.9374,1.3151,1.6537,0.0001,0.0003,0.0005,0.0006,0.0,1.413,-781.8354,-1028.3377,-1390.288,1906.9484,1
34.407,17.5273,3.3349,0.08,-0.0,0.0001,-0.0,18.4466,3.938,1.3143,1.653,-0.0002,-0.0002,0.0001,0.0003,0.0,1.413,-781.8354,-1028.3377,-1390.288,1906.9484,1
34.449,17.5273,3.3349,0.08,-0.0,0.0001,0.0,18.6421,4.0571,1.2691,1.7828,0.0003,-0.0003,-0.0005,0.0006,0.0,1.276,-794.7817,-1028.3826,-1402.341,1921.2162,1
34.491,17.5273,3.3349,0.08,-0.0,0.0001,-0.0,18.6419,4.0582,1.268,1.7824,0.0,0.0001,0.0003,0.0003,0.0,1.275,-794.7822,-1028.3822,-1402.341,1921.2162,1
34.532,17.5273,3.3349,0.08,-0.0,0.0001,0.0,18.8142,3.8851,1.3972,1.9219,0.0003,0.0006,0.0,0.0007,0.0,1.456,-803.7997,-1029.1311,-1410.893,1931.6855,1
34.574,17.5273,3.3349,0.08,-0.0,0.0001,-0.0,18.8129,3.8842,1.3971,1.9208,0.0,0.0001,0.0002,0.0003,0.0,1.456,-815.1879,-1030.2921,-1421.302,1944.7689,1
34.615,17.5273,3.3349,0.08,-0.0,0.0001,-0.0,18.812,3.8836,1.3971,1.9199,0.0003,-0.0002,-0.0001,0.0004,0.0,1.457,-815.1888,-1030.2913,-1421.302,1944.7689,1
34.657,17.5273,3.3349,0.08,-0.0,0.0001,0.0,19.0284,3.6698,1.106,1.8488,0.0,-0.0,-0.0006,0.0006,0.0,1.702,-815.19,-1030.2904,-1421.302,1944.7689,1
34.699,17.5273,3.3349,0.08,-0.0,0.0001,-0.0,19.0284,3.6705,1.1043,1.848,0.0001,-0.0002,0.0007,0.0007,0.0,1.702,-815.1905,-1030.29,-1421.302,1944.7689,1
34.74,17.5273,3.3349,0.08,-0.0,0.0001,-0.0,18.8357,4.0456,0.9786,1.7391,-0.0003,-0.0007,-0.0003,0.0008,0.0,1.299,-828.0824,-1031.8985,-1432.746,1959.5291,1
34.782,17.5273,3.3349,0.08,-0.0,0.0001,-0.0,18.8367,4.0464,0.9773,1.7396,0.0002,-0.0001,0.0002,0.0003,0.0,1.298,-828.0845,-1031.8968,-1432.746,1959.5291,1
34.823,17.5273,3.3349,0.08,-0.0,0.0001,-0.0,19.3218,4.2335,0.8829,2.1616,-0.0,-0.0001,0.0005,0.0005,0.0,1.28,-839.4662,-1033.8508,-1442.373,1972.527,1
34.865,17.5273,3.3349,0.08,-0.0,0.0001,-0.0,19.3227,4.2331,0.8821,2.1618,-0.0,0.0003,-0.0003,0.0004,0.0,1.281,-839.4677,-1033.8496,-1442.373,1972.527,1
34.907,17.5273,3.3349,0.08,-0.0,0.0001,-0.0,19.3236,4.2328,0.8812,2.1621,0.0,0.0002,0.0007,0.0008,0.0,1.282,-839.4682,-1033.8493,-1442.373,1972.527,1
34.948,17.5273,3.3349,0.08,-0.0,0.0001,0.0,19.367,4.209,0.9894,2.2305,0.0001,-0.0,0.0001,0.0002,0.0,1.325,-850.6418,-1035.9501,-1451.327,1985.0474,1
34.99,17.5273,3.3349,0.08,-0.0,0.0001,-0.0,19.3676,4.2088,0.9894,2.231,-0.0,-0.0002,0.001,0.0011,0.0,1.325,-850.643,-1035.9492,-1451.327,1985.0474,1
35.031,17.5273,3.3349,0.08,-0.0,0.0001,-0.0,19.3683,4.2087,0.9894,2.2315,0.0,-0.0002,-0.0006,0.0006,0.0,1.326,-850.6433,-1035.9489,-1451.327,1985.0474,1
35.073,17.5273,3.3349,0.08,-0.0,0.0001,0.0,19.1056,4.0964,1.1465,2.0514,-0.0001,0.0004,-0.0011,0.0012,0.0,1.313,-863.4402,-1038.3434,-1461.195,1999.1303,1
35.115,17.5273,3.3349,0.08,-0.0,0.0001,-0.0,19.1052,4.0952,1.1461,2.0504,-0.0004,0.0004,-0.0004,0.0007,0.0,1.313,-863.4412,-1038.3425,-1461.195,1999.1303,1
