time,gt_x,gt_y,gt_z,gt_vx,gt_vy,gt_vz,meas_x,meas_y,meas_z,gnss_error_mag,wind_x,wind_y,wind_z,wind_mag,rep_force_mag,nearest_neighbor_dist,target_x,target_y,target_z,tracking_error_mag,collision_flag
14.893,17.5278,3.333,0.08,-0.0,0.0001,0.0,18.8952,3.9057,1.1358,1.82,0.0005,-0.0002,-0.0006,0.0008,0.0,1.446,83.4192,-36.808,-103.305,129.0017,1
14.934,17.5278,3.3331,0.08,-0.0,0.0001,-0.0,18.8938,3.9052,1.1355,1.8186,-0.0006,0.0003,-0.0002,0.0007,0.0,1.446,83.4161,-36.8157,-103.305,129.0025,1
14.976,17.5278,3.3331,0.08,-0.0,0.0001,-0.0,18.8924,3.9046,1.1353,1.8172,-0.0002,-0.0001,0.001,0.0011,0.0,1.446,83.7961,-40.4347,-106.685,133.0634,1
15.018,17.5278,3.3331,0.08,-0.0,0.0001,-0.0,18.8905,3.9039,1.1349,1.8154,-0.0005,-0.0006,-0.0006,0.001,0.0,1.447,83.7893,-40.4499,-106.685,133.065,1
15.059,17.5278,3.3331,0.08,-0.0,0.0001,-0.0,18.8891,3.9034,1.1347,1.814,0.0002,-0.0009,-0.0008,0.0012,0.0,1.447,83.7867,-40.4556,-106.685,133.0656,1
15.101,17.5278,3.3331,0.08,-0.0,0.0001,-0.0,18.638,4.2314,0.9819,1.689,-0.0,0.0001,-0.0003,0.0003,0.0,1.102,84.2206,-44.8356,-111.026,138.2487,1
15.142,17.5278,3.3331,0.08,-0.0,0.0001,-0.0,18.6357,4.2341,0.9807,1.6884,-0.0005,0.0001,-0.0002,0.0006,0.0,1.1,84.2104,-44.8563,-111.026,138.2509,1
15.184,17.5278,3.3331,0.08,-0.0,0.0001,-0.0,18.3371,3.7375,1.1792,1.4236,0.0001,0.0009,0.0007,0.0011,0.0,1.629,84.2069,-44.863,-111.026,138.2516,1
15.226,17.5278,3.3331,0.08,-0.0,0.0001,-0.0,18.3357,3.7373,1.1788,1.4225,0.0003,0.0001,-0.0007,0.0008,0.0,1.63,84.2059,-44.865,-111.026,138.2518,1
15.267,17.5278,3.3331,0.08,-0.0,0.0001,-0.0,18.3338,3.7371,1.1783,1.421,0.0002,0.0001,-0.0003,0.0004,0.0,1.631,84.6932,-49.3789,-115.525,143.7159,1
15.309,17.5278,3.3331,0.08,-0.0,0.0001,-0.0,18.3323,3.737,1.178,1.4199,0.0002,0.0002,-0.0004,0.0005,0.0,1.631,84.696,-49.3739,-115.525,143.7154,1
15.35,17.5278,3.3331,0.08,-0.0,0.0001,-0.0,18.3309,3.7369,1.1777,1.4188,0.0,-0.0006,0.0004,0.0007,0.0,1.63,85.1757,-53.9935,-120.114,149.3625,1
15.392,17.5278,3.3331,0.08,-0.0,0.0001,-0.0,18.7605,3.8693,0.8699,1.5592,0.0,-0.0,-0.0001,0.0001,0.0,1.467,85.169,-54.0046,-120.114,149.3638,1
15.434,17.5278,3.3331,0.08,-0.0,0.0001,-0.0,18.7608,3.8711,0.8697,1.5599,0.0004,-0.0004,-0.0002,0.0006,0.0,1.465,85.6346,-59.3519,-125.42,155.9429,1
15.475,17.5278,3.3331,0.08,-0.0,0.0001,-0.0,18.7612,3.8729,0.8695,1.5608,-0.0001,0.0,-0.0,0.0001,0.0,1.463,85.6256,-59.3659,-125.42,155.9446,1
15.517,17.5278,3.3331,0.08,-0.0,0.0001,-0.0,18.6483,3.8902,1.4551,1.8593,0.0001,0.0005,0.0,0.0005,0.0,1.443,85.6215,-59.3721,-125.42,155.9453,1
15.558,17.5278,3.3331,0.08,-0.0,0.0001,-0.0,18.6471,3.8911,1.4553,1.8589,-0.0003,0.0005,-0.0004,0.0007,0.0,1.442,86.0288,-64.3883,-130.407,162.1895,1
15.6,17.5278,3.3331,0.08,-0.0,0.0001,-0.0,18.6458,3.8919,1.4554,1.8585,0.0002,0.0006,-0.0001,0.0006,0.0,1.442,86.0241,-64.3951,-130.407,162.1903,1
15.642,17.5278,3.3331,0.08,-0.0,0.0001,-0.0,18.6442,3.8929,1.4557,1.858,0.0004,0.0006,-0.0001,0.0007,0.0,1.441,86.3438,-69.5056,-135.395,168.507,1
15.683,17.5278,3.3331,0.08,-0.0,0.0001,-0.0,18.643,3.8937,1.4558,1.8577,0.0001,0.0002,-0.0001,0.0002,0.0,1.44,86.3388,-69.5123,-135.395,168.5078,1
15.725,17.5278,3.3331,0.08,-0.0,0.0001,-0.0,18.5323,4.1243,1.3617,1.8105,-0.0005,0.0003,0.0004,0.0007,0.0,1.217,86.3302,-69.5235,-135.395,168.5091,1
15.766,17.5278,3.3331,0.08,-0.0,0.0001,0.0,18.5331,4.1228,1.3625,1.8108,0.0004,0.0001,-0.0001,0.0004,0.0,1.218,86.5082,-74.8027,-140.318,174.8574,1
15.808,17.5278,3.3331,0.08,-0.0,0.0001,0.0,18.5336,4.1218,1.3631,1.8111,-0.0002,-0.0003,0.0005,0.0006,0.0,1.219,86.5082,-74.8027,-140.318,174.8574,1
15.85,17.5278,3.3331,0.08,-0.0,0.0001,0.0,18.5342,4.1207,1.3637,1.8113,-0.0001,0.0006,-0.0008,0.001,0.0,1.22,86.5754,-80.3813,-145.038,181.204,1
15.891,17.5278,3.3331,0.08,-0.0,0.0001,-0.0,18.5349,4.1192,1.3644,1.8116,-0.0001,-0.0001,-0.0006,0.0007,0.0,1.221,86.5652,-80.3929,-145.038,181.2055,1
15.933,17.5278,3.3331,0.08,-0.0,0.0001,0.0,18.4832,3.6469,1.5765,1.8029,-0.0001,0.0007,-0.0008,0.001,0.0,1.696,86.5619,-80.3966,-145.038,181.2059,1
15.974,17.5278,3.3331,0.08,-0.0,0.0001,0.0,18.4837,3.6456,1.5767,1.8032,0.0002,-0.0003,-0.0005,0.0006,0.0,1.698,86.5846,-86.1308,-149.492,187.4685,1
16.016,17.5278,3.3332,0.08,-0.0,0.0001,0.0,18.4844,3.6439,1.5771,1.8036,0.0005,-0.0001,-0.0002,0.0005,0.0,1.699,86.5712,-86.1448,-149.492,187.4702,1
16.058,17.5278,3.3332,0.08,-0.0,0.0001,-0.0,18.485,3.6426,1.5773,1.8039,0.0007,0.0,-0.0003,0.0008,0.0,1.7,86.569,-86.1471,-149.492,187.4705,1
16.099,17.5278,3.3332,0.08,-0.0,0.0001,-0.0,18.4854,3.6413,1.5775,1.8041,-0.0001,-0.0009,0.0002,0.0009,0.0,1.702,86.6106,-92.0616,-153.702,193.7047,1
16.141,17.5278,3.3332,0.08,-0.0,0.0001,-0.0,18.4493,4.0236,1.4695,1.8046,-0.0,-0.0,0.0013,0.0013,0.0,1.328,86.6001,-92.072,-153.702,193.706,1
16.182,17.5278,3.3332,0.08,-0.0,0.0001,-0.0,18.3968,4.129,1.1951,1.6223,0.0,-0.0005,0.0008,0.001,0.0,1.234,86.5945,-92.0774,-153.702,193.7067,1
16.224,17.5278,3.3332,0.08,-0.0,0.0001,-0.0,18.3956,4.1286,1.1958,1.622,-0.0005,0.0003,0.0002,0.0006,0.0,1.235,86.7854,-98.0878,-157.611,199.8731,1
16.266,17.5278,3.3332,0.08,-0.0,0.0001,-0.0,18.3941,4.1279,1.1966,1.6214,0.0,0.0004,-0.0009,0.001,0.0,1.236,86.7772,-98.0953,-157.611,199.8741,1
16.307,17.5278,3.3332,0.08,-0.0,0.0001,-0.0,18.393,4.1274,1.1971,1.6209,-0.0004,-0.0,0.0007,0.0008,0.0,1.237,86.7732,-98.0989,-157.611,199.8746,1
16.349,17.5278,3.3332,0.08,-0.0,0.0001,-0.0,17.9052,4.5749,1.2141,1.7235,-0.0003,-0.0004,0.0004,0.0006,0.0,0.764,87.1656,-104.1741,-161.322,206.053,1
16.39,17.5278,3.3332,0.08,-0.0,0.0001,0.0,17.9047,4.5758,1.2146,1.7244,-0.0001,-0.0004,-0.0002,0.0005,0.0,0.763,87.7029,-111.2819,-165.728,213.4326,1
16.432,17.5278,3.3332,0.08,-0.0,0.0001,-0.0,17.9042,4.5765,1.2151,1.7251,0.0003,0.0002,-0.0004,0.0005,0.0,0.763,87.6915,-111.2914,-165.728,213.4339,1
16.474,17.5278,3.3332,0.08,-0.0,0.0001,-0.0,17.9038,4.5772,1.2156,1.7258,-0.0001,0.001,0.0007,0.0012,0.0,0.762,87.6854,-111.2963,-165.728,213.4345,1
16.515,17.5278,3.3332,0.08,-0.0,0.0001,-0.0,17.9031,4.5781,1.2162,1.7267,-0.0004,-0.0001,0.0001,0.0005,0.0,0.761,87.6824,-111.2987,-165.728,213.4348,1
16.557,17.5278,3.3332,0.08,-0.0,0.0001,-0.0,18.1155,4.5328,1.5731,2.0035,-0.0001,0.0,-0.001,0.001,0.0,0.809,88.3504,-118.2778,-169.957,220.7208,1
16.598,17.5278,3.3332,0.08,-0.0,0.0001,-0.0,18.1146,4.5344,1.5749,2.0054,-0.0005,-0.0003,-0.0011,0.0013,0.0,0.807,88.3459,-118.2813,-169.957,220.7212,1
16.64,17.5278,3.3332,0.08,-0.0,0.0001,0.0,18.1134,4.5365,1.5772,2.0081,-0.0002,-0.0001,-0.0011,0.0012,0.0,0.805,89.0112,-123.3651,-172.965,226.0684,1
16.682,17.5278,3.3332,0.08,-0.0,0.0001,-0.0,18.1125,4.5381,1.5789,2.0101,-0.0,0.0001,0.0003,0.0003,0.0,0.803,89.0051,-123.3696,-172.965,226.069,1
16.723,17.5278,3.3332,0.08,-0.0,0.0001,-0.0,18.1116,4.5398,1.5805,2.0121,-0.0003,-0.0001,0.0011,0.0011,0.0,0.801,89.0021,-123.3718,-172.965,226.0692,1
16.765,17.5278,3.3332,0.08,-0.0,0.0001,-0.0,18.0258,4.407,1.2875,1.6908,-0.0,-0.0004,0.0009,0.001,0.0,0.927,90.03,-130.5541,-177.447,233.8765,1
16.806,17.5278,3.3332,0.08,-0.0,0.0001,-0.0,18.0256,4.4063,1.2857,1.6891,-0.0004,0.0005,0.0002,0.0007,0.0,0.927,90.0279,-130.5556,-177.447,233.8767,1
16.848,17.5278,3.3332,0.08,-0.0,0.0001,0.0,18.0256,4.4055,1.284,1.6874,0.0004,0.0001,0.0008,0.0009,0.0,0.928,90.0255,-130.5573,-177.447,233.8769,1
16.89,17.5278,3.3332,0.08,-0.0,0.0001,-0.0,18.1946,4.5314,1.2979,1.834,0.0,0.0006,-0.0001,0.0006,0.0,0.825,90.9329,-135.6432,-180.628,239.4956,1
16.931,17.5278,3.3332,0.08,-0.0,0.0001,-0.0,18.1956,4.531,1.2969,1.8334,0.0003,0.0003,0.0003,0.0005,0.0,0.826,90.9348,-135.6419,-180.628,239.4954,1
16.973,17.5278,3.3332,0.08,-0.0,0.0001,0.0,18.402,4.6301,1.4096,2.0528,-0.0001,-0.0004,0.0004,0.0005,0.0,0.751,90.9299,-135.6452,-180.628,239.4959,1
17.014,17.5278,3.3332,0.08,-0.0,0.0001,-0.0,18.4029,4.6297,1.4094,2.0528,-0.0001,0.0004,0.0009,0.001,0.0,0.751,92.1191,-142.0657,-184.744,246.7076,1
17.056,17.5278,3.3332,0.08,-0.0,0.0001,-0.0,18.4036,4.6294,1.4091,2.0527,-0.0,0.0003,0.0002,0.0004,0.0,0.751,92.1176,-142.0667,-184.744,246.7077,1
17.098,17.5278,3.3333,0.08,-0.0,0.0001,-0.0,18.4043,4.629,1.4089,2.0526,0.0002,-0.0005,-0.0003,0.0007,0.0,0.752,92.1158,-142.0679,-184.744,246.7079,1
17.139,17.5278,3.3333,0.08,-0.0,0.0001,-0.0,18.4051,4.6284,1.4086,2.0524,0.0003,-0.0,0.001,0.0011,0.0,0.752,93.5614,-149.3427,-189.59,255.0799,1
17.181,17.5278,3.3333,0.08,-0.0,0.0001,-0.0,18.3627,4.5033,1.3405,1.9118,0.0002,0.0002,-0.0006,0.0007,0.0,0.884,94.8193,-154.5516,-193.185,261.2527,1
17.222,17.5278,3.3333,0.08,-0.0,0.0001,-0.0,18.3638,4.5022,1.3404,1.9116,0.0001,-0.0001,-0.0001,0.0001,0.0,0.885,94.8165,-154.5533,-193.185,261.2529,1
17.264,17.5278,3.3333,0.08,-0.0,0.0001,-0.0,18.4734,4.7531,0.9255,1.904,0.0005,-0.0006,-0.0001,0.0008,0.0,0.612,94.8121,-154.556,-193.185,261.2532,1
17.306,17.5278,3.3333,0.08,-0.0,0.0001,-0.0,18.4744,4.752,0.926,1.9038,0.0001,-0.0004,-0.0003,0.0005,0.0,0.612,94.811,-154.5567,-193.185,261.2533,1
17.347,17.5278,3.3333,0.08,-0.0,0.0001,-0.0,18.4753,4.7508,0.9264,1.9036,-0.0004,-0.0003,-0.0005,0.0007,0.0,0.613,96.3616,-161.164,-197.825,269.1478,1
17.389,17.5278,3.3333,0.08,-0.0,0.0001,-0.0,18.3783,4.6589,1.1885,1.926,0.0003,0.0008,0.0003,0.0009,0.0,0.734,96.3582,-161.1661,-197.825,269.148,1
17.43,17.5278,3.3333,0.08,-0.0,0.0001,-0.0,18.3781,4.6585,1.1897,1.9263,0.0004,0.0004,-0.0,0.0006,0.0,0.734,96.3577,-161.1664,-197.825,269.1481,1
17.472,17.5278,3.3333,0.08,-0.0,0.0001,-0.0,18.378,4.6582,1.1909,1.9268,0.0,-0.0002,-0.0002,0.0003,0.0,0.734,98.2458,-168.7379,-203.258,278.3347,1
17.514,17.5278,3.3333,0.08,-0.0,0.0001,-0.0,18.3778,4.6577,1.1925,1.9273,0.0001,-0.0003,-0.0002,0.0003,0.0,0.735,98.2441,-168.7389,-203.258,278.3349,1
17.555,17.5278,3.3333,0.08,-0.0,0.0001,0.0,18.3776,4.6573,1.1937,1.9276,-0.0001,0.0007,-0.0007,0.001,0.0,0.735,98.2421,-168.7401,-203.258,278.335,1
17.597,17.5278,3.3333,0.08,-0.0,0.0001,-0.0,18.2393,4.3275,0.8869,1.4648,0.0005,-0.0006,-0.0002,0.0008,0.0,1.034,99.7118,-174.2301,-207.353,285.1516,1
17.638,17.5278,3.3333,0.08,-0.0,0.0001,-0.0,18.2367,4.3268,0.8869,1.4631,0.0,0.0005,0.001,0.0011,0.0,1.034,99.71,-174.2312,-207.353,285.1517,1
17.68,17.5278,3.3333,0.08,-0.0,0.0001,-0.0,18.2347,4.3262,0.8869,1.4618,0.0002,-0.0004,-0.0007,0.0008,0.0,1.034,99.71,-174.2312,-207.353,285.1517,1
17.722,17.5278,3.3333,0.08,-0.0,0.0001,-0.0,18.2327,4.3257,0.8869,1.4605,0.0002,-0.0004,0.0005,0.0007,0.0,1.034,101.7546,-182.2712,-213.265,295.0581,1
17.763,17.5278,3.3333,0.08,-0.0,0.0001,0.0,18.2302,4.3251,0.8868,1.4588,-0.0002,0.0006,-0.0006,0.0009,0.0,1.034,101.7513,-182.2731,-213.265,295.0584,1
17.805,17.5277,3.3333,0.08,-0.0,0.0001,-0.0,18.6934,4.6472,1.1803,2.0726,-0.0005,-0.0003,-0.0006,0.0008,0.0,0.687,103.2802,-188.0214,-217.665,302.2962,1
17.846,17.5277,3.3333,0.08,-0.0,0.0001,-0.0,18.7112,4.5522,1.0636,1.9631,-0.0004,-0.0001,0.0005,0.0006,0.0,0.782,103.2791,-188.022,-217.665,302.2963,1
17.888,17.5277,3.3333,0.08,-0.0,0.0001,-0.0,18.7101,4.5536,1.0638,1.9634,0.0,0.0001,0.0004,0.0005,0.0,0.781,105.4218,-196.7225,-223.93,312.9348,1
17.93,17.5277,3.3333,0.08,-0.0,0.0001,-0.0,18.7092,4.5547,1.0639,1.9636,0.0004,0.0003,-0.0004,0.0006,0.0,0.78,105.4191,-196.7239,-223.93,312.9349,1
17.971,17.5277,3.3333,0.08,-0.0,0.0001,-0.0,18.7083,4.5557,1.064,1.9637,-0.0002,-0.0001,-0.0008,0.0008,0.0,0.779,105.4184,-196.7243,-223.93,312.935,1
18.013,17.5277,3.3333,0.08,-0.0,0.0001,-0.0,18.6237,4.5599,1.2139,1.9978,0.0001,-0.0008,-0.0001,0.0008,0.0,0.775,106.9726,-203.2819,-228.441,320.7992,1
18.054,17.5277,3.3333,0.08,-0.0,0.0001,-0.0,18.6227,4.5608,1.2135,1.9976,0.0003,0.0002,-0.0,0.0004,0.0,0.774,106.972,-203.2823,-228.441,320.7992,1
18.096,17.5277,3.3333,0.08,-0.0,0.0001,0.0,18.6217,4.5616,1.2132,1.9974,0.0002,0.0003,0.0,0.0004,0.0,0.773,106.9712,-203.2827,-228.441,320.7992,1
18.138,17.5277,3.3333,0.08,-0.0,0.0001,-0.0,18.6202,4.5627,1.2128,1.9971,0.0,-0.0,0.0001,0.0001,0.0,0.772,109.1624,-212.9512,-234.814,332.1913,1
18.179,17.5277,3.3334,0.08,-0.0,0.0001,0.0,18.6191,4.5635,1.2126,1.9968,0.0002,0.0002,-0.0002,0.0003,0.0,0.771,109.1579,-212.9535,-234.814,332.1916,1
18.221,17.5277,3.3334,0.08,-0.0,0.0001,0.0,17.9414,4.4498,1.2394,1.6618,0.0004,0.0006,0.0002,0.0008,0.0,0.885,111.3546,-223.2152,-241.073,343.9222,1
18.262,17.5277,3.3334,0.08,-0.0,0.0001,-0.0,17.9392,4.4488,1.2381,1.6597,0.0002,0.0,0.0005,0.0005,0.0,0.887,111.3515,-223.2168,-241.073,343.9224,1
18.304,17.5277,3.3334,0.08,-0.0,0.0001,-0.0,17.9377,4.4481,1.237,1.6581,-0.0001,0.0001,-0.0004,0.0004,0.0,0.887,111.35,-223.2175,-241.073,343.9225,1
18.346,17.5277,3.3334,0.08,-0.0,0.0001,-0.0,18.2283,4.3971,0.726,1.4281,-0.0,-0.0003,0.0008,0.0009,0.0,0.964,112.9483,-230.9744,-245.25,352.4089,1
18.387,17.5277,3.3334,0.08,-0.0,0.0001,0.0,18.228,4.3985,0.7227,1.4276,-0.0002,-0.0003,-0.0007,0.0008,0.0,0.962,114.9756,-240.7602,-250.462,363.1102,1
18.429,17.5277,3.3334,0.08,-0.0,0.0001,-0.0,18.0244,4.8668,1.4087,2.0889,0.0,-0.0001,-0.0003,0.0003,0.0,0.467,114.9729,-240.7615,-250.462,363.1104,1
18.47,17.5277,3.3334,0.08,-0.0,0.0001,-0.0,18.0249,4.8671,1.4084,2.0891,-0.0004,-0.0002,-0.0004,0.0006,0.0,0.467,114.9697,-240.7631,-250.462,363.1106,1
18.512,17.5277,3.3334,0.08,-0.0,0.0001,-0.0,18.0255,4.8676,1.4082,2.0894,0.0001,-0.0004,-0.0003,0.0005,0.0,0.466,114.9677,-240.764,-250.462,363.1107,1
18.554,17.5277,3.3334,0.08,-0.0,0.0001,-0.0,18.0261,4.8679,1.408,2.0897,-0.0002,-0.001,0.0003,0.001,0.0,0.466,116.9539,-250.7263,-255.426,373.785,1
18.595,17.5277,3.3334,0.08,-0.0,0.0001,-0.0,18.0266,4.8683,1.4078,2.0899,-0.0004,0.0002,-0.0001,0.0005,0.0,0.466,116.952,-250.7272,-255.426,373.7851,1
18.637,17.5277,3.3334,0.08,-0.0,0.0001,-0.0,17.8151,4.8729,1.0498,1.842,0.0003,-0.0004,-0.0003,0.0006,0.0,0.496,116.949,-250.7286,-255.426,373.7853,1
18.678,17.5277,3.3334,0.08,-0.0,0.0001,-0.0,17.8139,4.8741,1.0513,1.8437,0.0003,0.0001,0.0001,0.0004,0.0,0.496,119.0234,-260.9779,-260.074,384.5022,1
18.72,17.5277,3.3334,0.08,-0.0,0.0001,-0.0,17.8127,4.8753,1.0528,1.8453,0.0004,-0.0004,-0.0001,0.0006,0.0,0.495,119.0194,-260.9797,-260.074,384.5024,1
18.762,17.5277,3.3334,0.08,-0.0,0.0001,-0.0,17.8111,4.8769,1.0549,1.8474,0.0002,-0.0003,0.0007,0.0008,0.0,0.494,119.018,-260.9804,-260.074,384.5025,1
18.803,17.5277,3.3334,0.08,-0.0,0.0001,-0.0,17.81,4.8781,1.0564,1.8491,0.0003,0.0,0.0008,0.0009,0.0,0.493,121.0696,-271.4005,-264.345,395.1205,1
18.845,17.5277,3.3334,0.08,-0.0,0.0001,-0.0,17.8088,4.8792,1.0579,1.8506,-0.0001,-0.0001,-0.0004,0.0004,0.0,0.493,121.0667,-271.4018,-264.345,395.1206,1
18.886,17.5277,3.3334,0.08,-0.0,0.0001,0.0,18.1152,4.7344,0.6463,1.6213,-0.0002,0.0005,0.0005,0.0007,0.0,0.61,122.9976,-281.7921,-268.188,405.4481,1
18.928,17.5277,3.3334,0.08,-0.0,0.0001,-0.0,18.1144,4.733,0.6472,1.62,0.0,0.0005,-0.0008,0.0009,0.0,0.611,122.9943,-281.7935,-268.188,405.4482,1
18.97,17.5277,3.3334,0.08,-0.0,0.0001,-0.0,18.1134,4.7316,0.6481,1.6188,-0.0006,-0.0008,0.0002,0.0011,0.0,0.612,122.9943,-281.7935,-268.188,405.4482,1
19.011,17.5277,3.3334,0.08,-0.0,0.0001,-0.0,18.1122,4.7298,0.6492,1.6172,0.0001,-0.0007,0.0001,0.0007,0.0,0.614,124.9013,-292.2847,-271.663,415.6482,1
19.053,17.5277,3.3334,0.08,-0.0,0.0001,-0.0,18.2852,4.5713,0.7233,1.5875,0.0004,0.0002,-0.0002,0.0005,0.0,0.814,124.9001,-292.2852,-271.663,415.6482,1
19.094,17.5277,3.3334,0.08,-0.0,0.0001,-0.0,18.2859,4.5694,0.7238,1.5865,0.0001,-0.0013,0.0009,0.0016,0.0,0.816,124.8987,-292.2858,-271.663,415.6483,1
19.136,17.5277,3.3334,0.08,-0.0,0.0001,-0.0,18.2869,4.5669,0.7246,1.5853,0.0002,-0.0003,-0.0002,0.0004,0.0,0.818,126.681,-302.8279,-274.831,425.7056,1
19.178,17.5277,3.3334,0.08,-0.0,0.0001,-0.0,18.1829,4.6064,0.8896,1.6448,0.0001,0.0005,-0.0009,0.0011,0.0,0.75,126.6779,-302.8293,-274.831,425.7058,1
19.219,17.5277,3.3334,0.08,-0.0,0.0001,-0.0,18.1833,4.6052,0.8886,1.6435,0.0,0.0003,-0.0003,0.0004,0.0,0.751,126.6759,-302.8301,-274.831,425.7059,1
19.261,17.5277,3.3335,0.08,-0.0,0.0001,0.0,18.1838,4.6037,0.8872,1.6418,0.0002,0.0001,0.0001,0.0002,0.0,0.752,128.6047,-314.6569,-278.171,436.8977,1
19.302,17.5277,3.3335,0.08,-0.0,0.0001,-0.0,18.1841,4.6025,0.8862,1.6405,0.0002,-0.0002,-0.0003,0.0004,0.0,0.754,130.2869,-326.6564,-281.202,448.0263,1
19.344,17.5277,3.3335,0.08,-0.0,0.0001,-0.0,18.1845,4.6013,0.8851,1.6392,0.0005,-0.0005,0.0003,0.0007,0.0,0.755,130.2839,-326.6577,-281.202,448.0264,1
19.386,17.5277,3.3335,0.08,-0.0,0.0001,-0.0,18.3077,4.2567,1.1549,1.6175,-0.0001,0.0002,-0.0,0.0003,0.0,1.12,130.282,-326.6584,-281.202,448.0265,1
19.427,17.5277,3.3335,0.08,-0.0,0.0001,-0.0,18.3088,4.2545,1.1538,1.616,0.0003,0.0001,0.0008,0.0008,0.0,1.122,130.2817,-326.6586,-281.202,448.0265,1
19.473,17.5277,3.3335,0.08,-0.0,0.0001,-0.0,18.3104,4.2515,1.1521,1.6139,0.0006,-0.0001,-0.0009,0.0011,0.0,1.125,130.2815,-326.6586,-281.202,448.0265,1
19.515,17.5277,3.3335,0.08,-0.0,0.0001,-0.0,18.3116,4.2492,1.1508,1.6123,0.0001,0.0005,-0.0001,0.0005,0.0,1.128,131.1982,-334.7617,-282.827,455.2645,1
19.556,17.5277,3.3335,0.08,-0.0,0.0001,-0.0,18.3127,4.2468,1.1495,1.6107,-0.0003,0.0001,0.0004,0.0004,0.0,1.131,131.1974,-334.7621,-282.827,455.2645,1
19.598,17.5277,3.3335,0.08,-0.0,0.0001,-0.0,18.265,4.2179,1.2207,1.6208,-0.0002,0.0002,0.0002,0.0003,0.0,1.146,132.5012,-346.2211,-285.474,465.7772,1
19.639,17.5277,3.3335,0.08,-0.0,0.0001,-0.0,18.2645,4.2186,1.2207,1.621,-0.0002,0.0005,0.0009,0.001,0.0,1.146,132.4979,-346.2224,-285.474,465.7773,1
19.681,17.5277,3.3335,0.08,-0.0,0.0001,0.0,18.4722,3.8915,0.9686,1.4117,-0.0002,0.0002,0.001,0.001,0.0,1.455,133.0489,-353.6721,-286.964,472.4325,1
19.723,17.5277,3.3335,0.08,-0.0,0.0001,-0.0,18.4747,3.8924,0.969,1.4141,0.0004,-0.0006,0.0001,0.0007,0.0,1.454,133.046,-353.6732,-286.964,472.4326,1
19.764,17.5277,3.3335,0.08,-0.0,0.0001,-0.0,18.5123,3.9317,0.8902,1.4084,-0.0005,-0.0004,-0.0007,0.0009,0.0,1.41,133.6723,-362.8013,-289.053,480.7724,1
19.806,17.5277,3.3335,0.08,-0.0,0.0001,-0.0,18.5121,3.933,0.8889,1.4081,-0.0001,0.0004,0.0001,0.0004,0.0,1.409,133.6707,-362.8019,-289.053,480.7725,1
19.847,17.5277,3.3335,0.08,-0.0,0.0001,-0.0,18.5117,3.9347,0.8873,1.4077,0.0,0.0003,-0.0007,0.0007,0.0,1.407,134.2738,-372.971,-291.6,490.2163,1
19.889,17.5277,3.3335,0.08,-0.0,0.0001,-0.0,18.5469,4.2349,0.8135,1.5457,-0.0007,0.0001,0.0001,0.0007,0.0,1.105,134.2715,-372.9719,-291.6,490.2164,1
19.931,17.5277,3.3335,0.08,-0.0,0.0001,-0.0,18.5469,4.2358,0.8122,1.5457,0.0001,-0.0002,-0.0003,0.0004,0.0,1.104,134.2704,-372.9723,-291.6,490.2164,1
19.972,17.5277,3.3335,0.08,-0.0,0.0001,0.0,18.4782,4.3952,1.3399,1.9021,0.0005,0.0002,0.0005,0.0007,0.0,0.957,134.2701,-372.9724,-291.6,490.2164,1
20.014,17.5277,3.3335,0.08,-0.0,0.0001,0.0,18.478,4.395,1.3418,1.9032,-0.0003,-0.0002,-0.0002,0.0004,0.0,0.957,134.372,-379.3761,-293.464,496.2735,1
20.055,17.5277,3.3335,0.08,-0.0,0.0001,-0.0,18.4778,4.3948,1.3436,1.9041,0.0005,-0.0003,-0.001,0.0012,0.0,0.957,134.3698,-379.3769,-293.464,496.2736,1
20.097,17.5277,3.3335,0.08,-0.0,0.0001,-0.0,18.4719,4.267,1.0573,1.6486,0.0001,-0.0002,0.0001,0.0002,0.0,1.084,134.3687,-379.3773,-293.464,496.2736,1
20.139,17.5277,3.3335,0.08,-0.0,0.0001,-0.0,18.4709,4.2658,1.0568,1.6471,-0.0,0.0001,0.0009,0.001,0.0,1.085,134.6091,-388.7423,-296.519,505.3736,1
20.18,17.5277,3.3335,0.08,-0.0,0.0001,-0.0,18.2216,4.3242,1.0115,1.5266,0.0002,-0.0006,-0.0007,0.0009,0.0,1.033,134.6076,-388.7428,-296.519,505.3736,1
20.222,17.5277,3.3335,0.08,-0.0,0.0001,-0.0,18.222,4.3238,1.0136,1.5278,0.0006,-0.0006,0.0005,0.001,0.0,1.034,134.5641,-394.537,-298.963,511.2976,1
20.263,17.5277,3.3335,0.08,-0.0,0.0001,0.0,18.2223,4.3235,1.0152,1.5288,0.0001,-0.0,-0.0,0.0002,0.0,1.034,134.563,-394.5374,-298.963,511.2976,1
20.305,17.5277,3.3335,0.08,-0.0,0.0001,-0.0,18.2215,4.4203,0.8175,1.4854,0.0001,-0.0003,0.0002,0.0004,0.0,0.94,134.5616,-394.5378,-298.963,511.2977,1
20.347,17.5277,3.3336,0.08,-0.0,0.0001,-0.0,18.2227,4.421,0.8182,1.4868,0.0003,-0.0005,0.0001,0.0007,0.0,0.939,134.6438,-402.0291,-302.176,519.0316,1
20.388,17.5277,3.3336,0.08,-0.0,0.0001,-0.0,18.0913,4.4287,1.1498,1.6314,0.0001,-0.0,-0.0007,0.0007,0.0,0.909,134.6422,-402.0297,-302.176,519.0317,1
