t,x_true,y_true,z_true,vx_true,vy_true,vz_true,x_gps,y_gps,z_gps,vx_gps,vy_gps,vz_gps,x_ekf,y_ekf,z_ekf,vx_ekf,vy_ekf,vz_ekf,P_xx,P_yy,P_xy,ax_cmd,ay_cmd,az_cmd,roll_cmd,pitch_cmd,yaw_cmd,wp_index,dist_to_wp
0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0796061722044832,-0.27001577442249064,0.3629676410961888,0.018785739438997653,0.09185118712575263,0.0711151526010982,0.0796061722044832,-0.27001577442249064,0.3629676410961888,0.018785739438997653,0.09185118712575263,0.0711151526010982,0.09,0.09,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0.8
0.00416,0.0,0.0,0.20008680555555558,0.0,0.0,0.020833333333333336,-0.14006265491853737,-0.1614712391448631,0.28485490432064225,0.08602748650518802,-0.09514332489094429,0.05067317253469025,-0.030119902786697628,-0.21574659328102747,0.3240376982642233,0.05198053879802605,-0.001822034525578665,0.07197566807994167,0.0900005432628838,0.0900005432628838,0.0,0.0,0.0,2.316272702991386,0.0,0.0,0.0,0,0.7999131944444444
0.00832,0.0,0.0,0.20021380940987096,0.0,0.0,0.03048092503569149,0.02412889955192705,-0.19500526767277562,0.10732240174968223,0.20627009587391468,0.16327075543220648,-0.03236800793216677,-0.0026463282779331226,-0.20512150583708735,0.21566140232380154,0.12902325347850144,0.08016951131280746,0.024155850916227035,0.0900008473399482,0.0900008473399482,0.0,0.0,0.0,2.277239481082492,0.0,0.0,0.0,0,0.799786190590129
0.012479999999999998,0.0,0.0,0.2003803268593363,0.0,0.0,0.039964187871681094,0.2830014216086774,-0.31315626807909686,0.486006283296639,-0.03121557153229409,0.015491115396017989,0.15486780748463477,0.1401562105718847,-0.2590900849562215,0.351115362736677,0.04875402645321847,0.04757357177974682,0.09477441883469714,0.09000100748910513,0.09000100748910513,0.0,0.0,0.0,2.2387460872438414,0.0,0.0,0.0,0,0.7996196731406637
0.01664,0.0,0.0,0.2005856825663418,0.0,0.0,0.04928536968132127,-0.5702756521516241,-0.043996972325769136,-0.033958171109090135,-0.0713744516935971,-0.15748051112875777,0.008959369616123217,-0.21519703053682754,-0.15184267847724514,0.15859798903767688,-0.011366937100977819,-0.05514482353901763,0.05621934515865666,0.09000108959121908,0.09000108959121908,0.0,0.0,0.0,2.2007855417187363,0.0,0.0,0.0,0,0.7994143174336582
0.0208,0.0,0.0,0.2008292104428798,0.0,0.0,0.05844669036911767,-0.24938636555708585,-0.051782223167547686,-0.17186328714211327,0.05101820091094921,0.059062840060017066,0.08400265702486569,-0.23218908857286893,-0.10169711834009677,-0.0064708481778210725,0.01942391324430048,0.0023465481257425977,0.07467201797217107,0.09000113114923268,0.09000113114923268,0.0,0.0,0.0,2.1633509489232545,0.0,0.0,0.0,0,0.7991707895571202
0.02496,0.0,0.0,0.20111025353540285,0.0,0.0,0.06745034220553098,-0.49057191502802255,0.19733750327481775,0.46559007623819154,-0.144056399057713,-0.10098042997550959,0.19181535580777948,-0.36167600353509194,0.04761538208550784,0.22994815559326462,-0.06260091154091693,-0.049220764589052494,0.1381312418934352,0.09000115205505647,0.09000115205505647,0.0,0.0,0.0,2.1264354965832433,0.0,0.0,0.0,0,0.7988897464645972
0.02912,0.0,0.0,0.2014281639109296,0.0,0.0,0.07629849012641785,0.6361212605544179,-0.17886645902793566,-0.032077800045844096,0.0263159295905609,-0.013533049409776472,-0.014671533040677476,0.13728267807632133,-0.0656565548839875,0.09889657969802493,-0.018071991900772817,-0.031027670031987545,0.06601223733151408,0.09000116253972286,0.09000116253972286,0.0,0.0,0.0,2.0900324548759954,0.0,0.0,0.0,0,0.7985718360890703
0.03328,0.0,0.0,0.2017823025443897,0.0,0.0,0.08499327203042009,-0.11359562160272586,-0.16880143735924932,0.5997231551263804,0.05709413875246216,0.02600459302679778,0.20917868770244258,0.011958630077437384,-0.11717689444453006,0.3497365938313995,0.02013409558108459,-0.0021245309438295114,0.14276417358242613,0.09000116779002275,0.09000116779002275,0.0,0.0,0.0,2.0541351755783595,0.0,0.0,0.0,0,0.7982176974556103
0.037439999999999994,0.0,0.0,0.20217203920719923,0.0,0.0,0.09353679907428665,-0.21571149427919717,0.1321687849580465,0.22413531395967587,0.07948154964346094,-0.15854820904937386,0.0943947015346227,-0.1017125679471297,0.007169153798165957,0.28712403410052634,0.04962311878665533,-0.0806204120041792,0.12224037687458147,0.09000117041717914,0.09000117041717914,0.0,0.0,0.0,2.0187370912153115,0.0,0.0,0.0,0,0.7978279607928007
