time,gt_x,gt_y,gt_z,gt_vx,gt_vy,gt_vz,meas_x,meas_y,meas_z,gnss_error_mag,wind_x,wind_y,wind_z,wind_mag,rep_force_mag,nearest_neighbor_dist,target_x,target_y,target_z,tracking_error_mag,collision_flag
1.959,0.1951,0.7209,0.1249,1.9912,0.4947,0.0013,1.102,1.6173,1.1013,1.606,0.0001,-0.0008,-0.0014,0.0017,0.0,5.631,0.125,0.125,1.0,1.061,1
2.001,0.28,0.7403,0.1249,2.0697,0.4406,0.0132,1.1848,1.6347,1.1015,1.6039,0.0002,-0.0002,-0.0007,0.0008,0.0,5.558,0.125,0.125,1.0,1.081,1
2.043,0.3681,0.7577,0.1249,2.1496,0.3965,0.0015,1.2493,1.6462,1.102,1.5877,-0.0014,0.0003,0.0014,0.002,0.0,5.502,0.125,0.125,1.0,1.1069,1
2.084,0.4594,0.7732,0.125,2.2251,0.3564,0.0007,1.3159,1.6566,1.1024,1.5714,0.0003,-0.0005,0.001,0.0012,0.0,5.446,0.125,0.125,1.0,1.1392,1
2.126,0.5538,0.7873,0.125,2.2989,0.3207,0.0003,1.4442,1.7135,1.1184,1.624,-0.0002,-0.0013,-0.0018,0.0022,0.0,5.313,0.125,0.125,1.0,1.1782,1
2.167,0.6513,0.7999,0.125,2.3713,0.2891,0.0002,1.5167,1.7215,1.1172,1.6071,0.0002,0.0004,-0.0015,0.0016,0.0,5.255,0.125,0.125,1.0,1.224,1
2.205,0.7416,0.8102,0.1249,2.4348,0.2637,0.0028,1.6474,1.7449,1.127,1.6427,0.0006,-0.0007,0.0002,0.0009,0.0,5.144,0.125,0.125,1.0,1.271,1
2.246,0.8447,0.8206,0.125,2.5072,0.2374,-0.0046,1.7242,1.752,1.1266,1.6261,0.0012,-0.0003,0.0002,0.0012,0.0,5.085,0.125,0.125,1.0,1.3294,1
2.288,0.9507,0.83,0.1249,2.5752,0.2156,0.0011,1.8295,1.7605,1.1261,1.6249,0.0,-0.0009,-0.0005,0.001,0.0,5.004,0.125,0.125,1.0,1.3944,1
2.33,1.0596,0.8385,0.125,2.6444,0.1962,0.0005,1.9889,1.7883,1.0975,1.6467,-0.0,0.0005,-0.0019,0.002,0.0,4.874,0.125,0.125,1.0,1.4657,1
2.371,1.1713,0.8463,0.125,2.7132,0.1789,0.0002,2.0894,1.7973,1.1124,1.6499,0.0004,0.0002,-0.0004,0.0006,0.0,4.799,0.125,0.125,1.0,1.5429,1
2.413,1.2859,0.8534,0.125,2.7837,0.164,-0.0087,2.2,1.8027,1.1124,1.6467,0.0017,-0.0006,0.0002,0.0018,0.0,4.721,0.125,0.125,1.0,1.626,1
2.454,1.4034,0.8599,0.1248,2.853,0.1504,-0.0144,2.2851,1.8062,1.1126,1.6275,0.0003,-0.0001,0.0016,0.0016,0.0,4.662,0.125,0.125,1.0,1.7148,1
2.496,1.5237,0.8658,0.1249,2.9163,0.1368,0.002,2.372,1.8094,1.1128,1.6081,0.0005,0.0007,-0.0001,0.0009,0.0,4.603,0.125,0.125,1.0,1.8086,1
2.538,1.6467,0.8712,0.1249,2.9838,0.1261,0.0008,2.5369,1.8224,1.1274,1.6438,0.0011,-0.0009,-0.0013,0.0019,0.0,4.489,0.125,0.125,1.0,1.9074,1
2.579,1.7726,0.8763,0.125,3.0512,0.1164,0.0004,2.6278,1.8263,1.1269,1.6241,-0.001,-0.0003,0.0,0.0011,0.0,4.429,0.125,0.125,1.0,2.0112,1
2.621,1.9013,0.8809,0.125,3.1184,0.1075,0.0002,2.7205,1.83,1.1264,1.6046,-0.0003,0.0006,-0.0004,0.0008,0.0,4.37,0.125,0.125,1.0,2.1195,1
2.662,2.0328,0.8852,0.1249,3.1846,0.1,0.0028,2.8471,1.8344,1.1256,1.6017,0.0018,0.0012,0.0012,0.0024,0.0,4.292,0.125,0.125,1.0,2.2324,1
2.704,2.167,0.8892,0.1251,3.2507,0.0914,0.0045,2.9441,1.8374,1.1251,1.5821,0.0007,-0.0005,0.0012,0.0015,0.0,4.234,0.125,0.125,1.0,2.3493,1
2.746,2.304,0.8929,0.1248,3.3173,0.0854,0.0029,3.127,1.8919,1.0958,1.6181,0.0012,0.0012,0.0004,0.0017,0.0,4.088,0.125,0.125,1.0,2.4706,1
2.787,2.4438,0.8963,0.1248,3.3882,0.08,-0.0151,3.262,1.8969,1.0969,1.6172,-0.0004,0.0,-0.0001,0.0004,0.0,4.012,0.125,0.125,1.0,2.5957,1
2.829,2.5863,0.8995,0.1251,3.4451,0.0732,0.0214,3.3653,1.9004,1.0976,1.5983,-0.0008,0.0002,-0.001,0.0013,0.0,3.957,0.125,0.125,1.0,2.7246,1
2.87,2.7316,0.9024,0.1249,3.5154,0.0691,0.0027,3.4703,1.9038,1.0985,1.58,0.0011,0.001,-0.0002,0.0014,0.0,3.903,0.125,0.125,1.0,2.8574,1
2.912,2.8796,0.9052,0.1249,3.5818,0.0648,0.0012,3.6132,1.9082,1.0996,1.5792,0.0003,0.0003,0.0005,0.0007,0.0,3.833,0.125,0.125,1.0,2.9937,1
2.954,3.0304,0.9078,0.125,3.6479,0.0608,0.0005,3.8299,1.9435,1.1162,1.6414,-0.0008,-0.002,0.0011,0.0024,0.0,3.708,0.125,0.125,1.0,3.1336,1
2.995,3.1839,0.9103,0.1249,3.7109,0.0574,0.0117,3.942,1.9458,1.1167,1.6219,-0.0013,0.0025,-0.0003,0.0029,0.0,3.662,0.125,0.125,1.0,3.2771,1
3.037,3.3401,0.9126,0.1251,3.7815,0.0533,-0.0094,4.0944,1.9486,1.1176,1.6209,-0.0002,0.0003,0.0016,0.0016,0.0,3.604,0.125,0.125,1.0,3.4238,1
3.078,3.4991,0.9147,0.1249,3.8439,0.0506,0.0022,4.2106,1.9505,1.1182,1.6018,-0.0001,-0.0004,0.0016,0.0017,0.0,3.564,0.125,0.125,1.0,3.5741,1
3.12,3.6608,0.9168,0.1249,3.9096,0.048,0.001,4.3285,1.9524,1.1187,1.583,-0.0004,-0.0004,0.0029,0.0029,0.0,3.527,0.125,0.125,1.0,3.7275,1
3.162,3.8252,0.9187,0.125,3.9775,0.0458,-0.0091,4.6138,1.9354,1.1062,1.6182,-0.0001,0.0013,0.0011,0.0017,0.0,3.473,0.125,0.125,1.0,3.8842,1
3.203,3.9924,0.9206,0.1248,4.044,0.0436,-0.0142,4.7358,1.9355,1.1056,1.5953,0.0007,0.0001,-0.0025,0.0026,0.0,3.45,0.125,0.125,1.0,4.0442,1
3.245,4.1622,0.9223,0.1248,4.1041,0.041,0.0035,4.8597,1.9356,1.1047,1.5727,0.0005,-0.0018,0.0033,0.0038,0.0,3.431,0.125,0.125,1.0,4.2072,1
3.286,4.3347,0.924,0.1249,4.1696,0.0395,0.0015,5.0276,1.9356,1.1035,1.5688,0.0003,0.0017,0.0018,0.0025,0.0,3.411,0.125,0.125,1.0,4.3733,1
3.328,4.5099,0.9256,0.125,4.2347,0.0381,0.0007,5.1556,1.9355,1.1028,1.5469,0.0005,-0.0012,0.0007,0.0015,0.0,3.403,0.125,0.125,1.0,4.5425,1
3.37,4.6879,0.9272,0.125,4.2996,0.0369,0.0006,5.2853,1.9353,1.1022,1.5259,-0.0001,0.0013,0.0023,0.0026,0.0,3.398,0.125,0.125,1.0,4.7147,1
3.411,4.8685,0.9287,0.1248,4.3635,0.0352,0.0038,5.5911,1.9018,1.0879,1.548,0.0001,0.0003,0.0005,0.0006,0.0,3.441,0.125,0.125,1.0,4.8901,1
3.453,5.0518,0.9301,0.1248,4.4276,0.0342,0.0031,5.7238,1.902,1.0884,1.5247,0.0018,0.0013,0.0001,0.0023,0.0,3.453,0.125,0.125,1.0,5.0683,1
3.494,5.2378,0.9315,0.1249,4.4924,0.0336,0.0013,5.8582,1.9022,1.089,1.5022,-0.0015,0.0013,0.001,0.0023,0.0,3.471,0.125,0.125,1.0,5.2495,1
3.536,5.4265,0.9329,0.125,4.5571,0.033,0.0006,6.0401,1.9025,1.0898,1.4992,-0.0004,-0.0006,-0.0013,0.0015,0.0,3.503,0.125,0.125,1.0,5.4336,1
3.578,5.6178,0.9343,0.125,4.6214,0.0327,0.0006,6.1785,1.9027,1.0902,1.4778,0.001,-0.0001,-0.0007,0.0013,0.0,3.533,0.125,0.125,1.0,5.6207,1
3.619,5.8119,0.9356,0.1248,4.6848,0.0319,0.0039,6.4643,1.88,1.1011,1.5068,0.0001,0.0008,0.0011,0.0014,0.0,3.634,0.125,0.125,1.0,5.8107,1
3.661,6.0086,0.9369,0.1247,4.7473,0.0314,0.007,6.652,1.8809,1.102,1.5034,-0.0001,0.0007,-0.001,0.0013,0.0,3.696,0.125,0.125,1.0,6.0036,1
3.702,6.208,0.9382,0.1246,4.8109,0.0309,0.0073,6.7948,1.8817,1.1026,1.4801,0.0011,-0.002,0.0015,0.0027,0.0,3.748,0.125,0.125,1.0,6.1992,1
3.744,6.4099,0.9395,0.1249,4.8658,0.0297,0.0421,6.9392,1.8824,1.1034,1.4583,-0.0011,-0.0009,-0.0009,0.0016,0.0,3.806,0.125,0.125,1.0,6.3976,1
3.786,6.6146,0.9408,0.1245,4.9367,0.03,0.0097,7.1346,1.8833,1.1043,1.4556,0.0014,-0.0,0.0016,0.0021,0.0,3.892,0.125,0.125,1.0,6.599,1
3.827,6.8218,0.942,0.1246,5.0003,0.0295,0.0085,7.4937,1.8863,1.1218,1.5289,-0.0027,0.0027,-0.0025,0.0046,0.0,4.068,0.125,0.125,1.0,6.8031,1
3.869,7.0317,0.9432,0.1248,5.055,0.0286,0.0427,7.6448,1.8876,1.1222,1.5042,0.001,0.0007,-0.0008,0.0014,0.0,4.149,0.125,0.125,1.0,7.0098,1
3.91,7.2442,0.9444,0.1245,5.1257,0.0292,0.0099,7.8489,1.8892,1.1224,1.5013,-0.0002,0.0016,0.0003,0.0016,0.0,4.265,0.125,0.125,1.0,7.2195,1
3.952,7.4594,0.9457,0.1242,5.1874,0.0286,0.0156,8.0041,1.8904,1.1225,1.4785,-0.0012,-0.0018,-0.0001,0.0022,0.0,4.357,0.125,0.125,1.0,7.432,1
3.994,7.6772,0.9468,0.1241,5.2498,0.0278,0.0183,8.1609,1.8917,1.1228,1.4574,0.001,-0.0006,0.0015,0.0019,0.0,4.454,0.125,0.125,1.0,7.6471,1
4.035,7.8976,0.948,0.1241,5.3122,0.027,0.0194,8.4581,1.9021,1.1297,1.4953,-0.0001,-0.0007,-0.0028,0.0029,0.0,4.477,0.125,0.125,1.0,7.865,1
4.077,8.1205,0.9491,0.1243,5.3762,0.0263,0.0136,8.618,1.9033,1.1297,1.4726,-0.0004,0.001,0.0002,0.0011,0.0,4.375,0.125,0.125,1.0,8.0854,1
4.118,8.346,0.9502,0.1245,5.4398,0.0261,0.0093,8.8963,1.9054,1.1133,1.4808,0.0007,-0.0004,-0.0005,0.001,0.0,4.206,0.125,0.125,1.0,8.3086,1
4.16,8.5742,0.9513,0.1246,5.5023,0.0259,0.0072,9.1173,1.9084,1.113,1.4792,-0.0007,-0.002,-0.0005,0.0021,0.0,4.079,0.125,0.125,1.0,8.5345,1
4.202,8.8049,0.9523,0.1248,5.5658,0.0265,0.0031,9.3601,1.9338,1.0952,1.4876,0.0001,0.0005,0.0015,0.0016,0.0,3.931,0.125,0.125,1.0,8.7631,1
4.243,9.0383,0.9535,0.1249,5.6289,0.0269,0.0013,9.5307,1.9353,1.0951,1.4655,-0.0005,0.004,-0.0019,0.0045,0.0,3.847,0.125,0.125,1.0,8.9944,1
4.285,9.2743,0.9546,0.1247,5.7007,0.0274,-0.0352,9.7609,1.9373,1.0948,1.4641,-0.0023,0.0021,0.0002,0.0031,0.0,3.742,0.125,0.125,1.0,9.2285,1
4.326,9.5129,0.9557,0.1246,5.757,0.0269,-0.0106,10.0996,1.8976,1.0927,1.4726,0.0021,0.0002,0.0005,0.0022,0.0,3.651,0.125,0.125,1.0,9.4652,1
4.368,9.7541,0.9568,0.1247,5.8155,0.0259,0.0048,10.2747,1.8969,1.0917,1.4457,-0.0003,-0.0006,0.0027,0.0028,0.0,3.596,0.125,0.125,1.0,9.7045,1
4.41,9.9978,0.9579,0.1248,5.8768,0.0263,0.0045,10.5107,1.8961,1.091,1.4411,0.0002,-0.0003,0.0005,0.0006,0.0,3.534,0.125,0.125,1.0,9.9465,1
4.451,10.2441,0.959,0.1249,5.9394,0.0265,0.0019,10.6896,1.8955,1.0904,1.4169,0.0005,0.0004,0.0037,0.0038,0.0,3.498,0.125,0.125,1.0,10.1911,1
4.493,10.493,0.9601,0.1249,6.0018,0.0266,0.0008,10.8703,1.8949,1.0897,1.3953,0.0009,0.0012,-0.0025,0.0029,0.0,3.47,0.125,0.125,1.0,10.4384,1
4.534,10.7445,0.9612,0.125,6.064,0.0267,0.0004,11.3603,1.8912,1.0962,1.4789,-0.0014,-0.0,0.0011,0.0018,0.0,3.442,0.125,0.125,1.0,10.6883,1
4.576,10.9987,0.9623,0.1247,6.1244,0.0265,0.0067,11.5451,1.8905,1.0949,1.4496,-0.0006,0.0004,0.0005,0.0008,0.0,3.449,0.125,0.125,1.0,10.941,1
4.618,11.2554,0.9634,0.1247,6.1863,0.0259,0.0053,11.7314,1.8898,1.0939,1.4226,-0.0001,-0.0,0.0,0.0001,0.0,3.454,0.125,0.125,1.0,11.1962,1
4.659,11.5146,0.9645,0.1247,6.2471,0.0253,0.0054,11.9822,1.8887,1.0929,1.4178,0.0006,0.001,0.0019,0.0022,0.0,3.445,0.125,0.125,1.0,11.454,1
4.701,11.7763,0.9655,0.1247,6.3078,0.025,0.0068,12.1724,1.8879,1.0916,1.3937,-0.0018,0.0008,-0.0008,0.0021,0.0,3.45,0.125,0.125,1.0,11.7144,1
4.742,12.0406,0.9666,0.1249,6.3598,0.024,0.0431,12.5681,1.8852,1.1152,1.4501,0.0017,0.0007,-0.0018,0.0026,0.0,3.495,0.125,0.125,1.0,11.9773,1
4.784,12.3075,0.9676,0.1245,6.4284,0.0241,0.0097,12.8263,1.8878,1.1136,1.4472,-0.0001,-0.0007,0.0004,0.0009,0.0,3.543,0.125,0.125,1.0,12.2429,1
4.826,12.5768,0.9686,0.1247,6.4902,0.0238,0.0053,13.0217,1.8899,1.1131,1.4225,0.0001,-0.0022,0.0022,0.0031,0.0,3.592,0.125,0.125,1.0,12.511,1
4.867,12.8486,0.9696,0.1249,6.5491,0.0229,0.0126,13.2188,1.8918,1.1125,1.4011,0.0001,-0.0003,0.0004,0.0005,0.0,3.651,0.125,0.125,1.0,12.7816,1
4.909,13.1231,0.9705,0.1246,6.6106,0.0229,0.0077,13.484,1.8944,1.1114,1.3991,0.0013,0.0002,0.0003,0.0014,0.0,3.746,0.125,0.125,1.0,13.0549,1
4.95,13.4,0.9714,0.1247,6.6715,0.0223,0.0059,13.8022,1.8947,1.0968,1.3998,-0.0001,0.0004,0.0025,0.0025,0.0,3.882,0.125,0.125,1.0,13.3307,1
4.992,13.6794,0.9724,0.1247,6.7315,0.0217,0.0052,14.0045,1.8951,1.0969,1.3792,-0.0004,-0.0003,0.0013,0.0014,0.0,3.98,0.125,0.125,1.0,13.609,1
5.034,13.9613,0.9733,0.1247,6.7913,0.0213,0.0067,14.2767,1.8956,1.097,1.3768,0.0011,0.0004,0.0007,0.0014,0.0,4.123,0.125,0.125,1.0,13.8899,1
5.079,14.2743,0.9742,0.1247,6.8582,0.0202,0.0049,14.7491,1.9144,1.1272,1.4541,0.0003,-0.0004,-0.0005,0.0007,0.0,4.387,0.125,0.125,1.0,14.2018,1
5.121,14.5615,0.9751,0.1245,6.9272,0.0205,-0.0332,15.0265,1.9162,1.128,1.4522,0.0001,-0.0015,0.0002,0.0015,0.0,4.53,0.125,0.125,1.0,14.488,1
5.163,14.8511,0.9759,0.1247,6.9749,0.0201,0.0163,15.2365,1.9176,1.1282,1.4291,-0.0017,-0.0006,-0.0011,0.0021,0.0,4.394,0.125,0.125,1.0,14.7766,1
5.204,15.1432,0.9767,0.1249,7.0391,0.0193,-0.0025,15.4481,1.9191,1.1285,1.41,0.0008,-0.0009,0.0046,0.0047,0.0,4.263,0.125,0.125,1.0,15.0678,1
5.246,15.4379,0.9775,0.1247,7.0938,0.0192,0.0167,15.7329,1.921,1.1286,1.4089,-0.0006,-0.002,-0.0048,0.0052,0.0,4.097,0.125,0.125,1.0,15.3616,1
5.287,15.735,0.9783,0.1247,7.1606,0.0188,-0.0119,16.2373,1.9467,1.1111,1.4707,-0.0004,0.0015,0.0003,0.0016,0.0,3.818,0.125,0.125,1.0,15.6578,1
5.329,16.0346,0.9791,0.1247,7.226,0.0183,-0.0368,16.4533,1.9459,1.1105,1.4429,0.0012,-0.003,-0.0021,0.0039,0.0,3.724,0.125,0.125,1.0,15.9566,1
5.371,16.3368,0.9798,0.1242,7.2834,0.0177,-0.0274,16.7441,1.945,1.1088,1.4376,-0.004,0.0002,-0.0021,0.0045,0.0,3.614,0.125,0.125,1.0,16.258,1
5.412,16.6414,0.9805,0.1241,7.3428,0.0164,-0.0261,16.964,1.9443,1.1077,1.4143,-0.0004,-0.0003,-0.0013,0.0014,0.0,3.544,0.125,0.125,1.0,16.5617,1
5.454,16.9485,0.9812,0.1241,7.4024,0.015,-0.0255,17.1856,1.9436,1.1067,1.3957,-0.0002,0.001,0.0012,0.0016,0.0,3.486,0.125,0.125,1.0,16.868,1
5.495,17.258,0.9818,0.1241,7.4619,0.0136,-0.0253,17.7535,1.9396,1.094,1.4504,-0.0005,-0.0016,-0.0016,0.0023,0.0,3.403,0.125,0.125,1.0,17.1768,1
5.537,17.57,0.9823,0.1241,7.5214,0.012,-0.0252,17.9783,1.9389,1.0943,1.4223,-0.0009,-0.0023,-0.0013,0.0028,0.0,3.394,0.125,0.125,1.0,17.488,1
5.579,17.8845,0.9828,0.1241,7.5809,0.0104,-0.0252,18.2046,1.9382,1.0945,1.3989,0.0012,0.001,0.0011,0.0019,0.0,3.401,0.125,0.125,1.0,17.8018,1
