time,gt_x,gt_y,gt_z,gt_vx,gt_vy,gt_vz,meas_x,meas_y,meas_z,gnss_error_mag,wind_x,wind_y,wind_z,wind_mag,rep_force_mag,nearest_neighbor_dist,target_x,target_y,target_z,tracking_error_mag,collision_flag
0.832,-1.195,0.1788,0.1492,-1.4509,0.6545,0.0823,-0.277,1.0298,1.0413,1.5371,0.0001,0.0011,-0.0008,0.0014,0.0,6.64,-1.1006,1.5612,1.109,1.6856,0
0.874,-1.2588,0.206,0.1509,-1.5926,0.6551,0.002,-0.322,1.0903,1.1021,1.6013,0.0002,0.0003,0.0017,0.0017,0.0,6.566,-1.0854,1.5919,1.109,1.6937,0
0.915,-1.3281,0.2335,0.1497,-1.7157,0.666,-0.0488,-0.3894,1.1162,1.1023,1.6023,-0.0004,-0.0006,0.0014,0.0016,0.0,6.498,-1.0615,1.6375,1.109,1.7212,0
0.957,-1.4019,0.2619,0.1474,-1.814,0.6955,-0.0514,-0.4435,1.1362,1.1013,1.6102,0.0005,-0.0007,-0.0008,0.0012,0.0,6.444,-1.1183,1.6106,1.152,1.7055,0
0.998,-1.4793,0.292,0.1469,-1.8842,0.7447,0.0129,-0.5,1.1573,1.1012,1.6182,-0.0004,-0.0,0.0006,0.0007,0.0,6.388,-1.1499,1.6174,1.143,1.6904,0
1.04,-1.5585,0.3242,0.1481,-1.9104,0.7974,0.0412,-0.5695,1.2257,1.0889,1.6358,0.0003,0.0004,0.0008,0.001,0.0,6.29,-1.1324,1.6469,1.143,1.709,0
1.082,-1.6379,0.3587,0.1508,-1.8943,0.8514,0.0813,-0.6287,1.251,1.0914,1.643,-0.0006,-0.0006,0.001,0.0013,0.0,6.229,-1.1235,1.6615,1.143,1.7165,0
1.123,-1.7156,0.3953,0.1549,-1.8349,0.8989,0.1077,-0.687,1.2778,1.0948,1.6493,0.0,0.0006,-0.0006,0.0008,0.0,6.167,-1.1144,1.6761,1.143,1.7258,0
1.165,-1.7901,0.4336,0.1588,-1.7493,0.9332,0.0614,-0.7617,1.3152,1.0996,1.6492,-0.0009,0.0005,0.0004,0.001,0.0,6.086,-1.1825,1.7533,1.083,1.7219,0
1.206,-1.8603,0.4731,0.1602,-1.6246,0.9616,0.0156,-0.8146,1.3442,1.1013,1.6547,-0.0008,0.0009,-0.001,0.0015,0.0,6.028,-1.1633,1.7817,1.083,1.7464,0
1.248,-1.9242,0.5137,0.1607,-1.4522,0.9818,0.0159,-0.8636,1.3739,1.1023,1.6587,-0.0001,0.0003,0.0012,0.0012,0.0,5.971,-1.1956,1.9248,1.113,1.8517,0
1.29,-1.9798,0.5549,0.1626,-1.2408,0.994,0.0653,-0.9333,1.5021,1.088,1.6878,0.0001,0.0006,-0.0025,0.0026,0.0,5.834,-1.1652,1.9663,1.113,1.8865,0
1.331,-2.027,0.5964,0.1658,-1.0441,0.996,0.0847,-0.968,1.5327,1.0883,1.6879,-0.0004,0.0005,0.0017,0.0019,0.0,5.788,-1.1548,1.98,1.113,1.89,0
1.373,-2.0663,0.6377,0.1694,-0.863,0.9842,0.0863,-0.9976,1.5632,1.089,1.6865,0.0009,-0.0003,-0.0001,0.001,0.0,5.746,-1.1444,1.9936,1.113,1.8917,0
1.414,-2.0983,0.6784,0.1728,-0.6938,0.9714,0.0775,-1.0296,1.6034,1.0899,1.6848,0.0007,0.0006,0.0019,0.0022,0.0,5.695,-1.1273,2.1178,1.111,1.9736,0
1.46,-2.1259,0.7224,0.1762,-0.528,0.9523,0.0649,-1.0622,1.6176,1.0839,1.6603,0.0004,0.0009,-0.001,0.0014,0.0,5.661,-1.0942,2.1572,1.111,1.9992,0
1.502,-2.1449,0.7617,0.1784,-0.4,0.9352,0.0451,-1.0787,1.6561,1.0857,1.6613,-0.0001,0.0001,-0.0005,0.0005,0.0,5.624,-1.1266,2.261,1.125,2.0447,0
1.543,-2.1588,0.8003,0.1803,-0.2858,0.922,0.0506,-1.0871,1.6845,1.0868,1.659,0.0001,0.0001,-0.0012,0.0012,0.0,5.599,-1.1036,2.2864,1.125,2.0529,0
1.585,-2.1687,0.8388,0.1822,-0.2021,0.9257,0.0256,-1.1455,1.7898,1.1406,1.694,0.0004,0.0006,-0.0003,0.0008,0.0,5.486,-1.0639,2.394,1.127,2.1288,0
1.627,-2.1755,0.8778,0.1825,-0.1312,0.9477,-0.0063,-1.1513,1.8267,1.1404,1.6932,0.0,-0.001,0.0004,0.0011,0.0,5.458,-1.0402,2.4188,1.127,2.1344,0
1.668,-2.1793,0.9181,0.1819,-0.0606,0.9841,-0.0176,-1.1535,1.8553,1.1396,1.6876,0.0,-0.0003,0.0005,0.0006,0.0,5.438,-1.0162,2.4433,1.127,2.1383,0
1.71,-2.1802,0.9601,0.1813,0.0125,1.0311,-0.0004,-1.1538,1.8851,1.1386,1.6809,-0.0001,0.0002,0.0006,0.0007,0.0,5.418,-0.9157,2.6033,1.142,2.2852,0
1.751,-2.1779,1.0044,0.1819,0.0906,1.0924,0.0197,-1.151,1.927,1.1382,1.6793,-0.0008,0.0007,-0.0006,0.0012,0.0,5.394,-0.9033,2.6152,1.142,2.2674,0
1.793,-2.1724,1.0515,0.1828,0.1686,1.1629,0.0271,-1.1778,1.9622,1.1332,1.6498,-0.0004,0.0006,0.0002,0.0007,0.0,5.351,-0.7818,2.8086,1.132,2.4335,0
1.835,-2.1634,1.1018,0.1841,0.2564,1.242,0.0306,-1.1734,1.9981,1.1339,1.6387,0.0,0.0004,-0.0001,0.0004,0.0,5.332,-0.769,2.82,1.132,2.4073,0
1.876,-2.1504,1.1556,0.1852,0.3589,1.3341,0.0224,-1.1637,2.0493,1.1347,1.6352,0.0,0.0002,-0.0003,0.0004,0.0,5.308,-0.7298,2.8534,1.132,2.4077,0
1.918,-2.1329,1.2133,0.1857,0.4692,1.4272,0.0031,-1.1531,2.0906,1.135,1.622,-0.0002,0.0002,0.0001,0.0003,0.0,5.291,-0.7166,2.8643,1.132,2.3722,0
1.959,-2.1108,1.2748,0.1854,0.5825,1.5132,-0.0101,-1.1394,2.1344,1.1347,1.6074,-0.0001,0.0011,0.001,0.0015,0.0,5.275,-0.5618,3.0908,1.127,2.5658,0
2.001,-2.0839,1.3396,0.1848,0.6947,1.5889,-0.0293,-1.1169,2.2691,1.1504,1.6528,0.0011,0.0004,0.0005,0.0013,0.0,5.212,-0.5211,3.1221,1.127,2.551,0
2.043,-2.0525,1.4074,0.1827,0.8032,1.6543,-0.0616,-1.0941,2.3177,1.1492,1.6374,0.0001,0.0006,-0.0022,0.0023,0.0,5.202,-0.4934,3.1425,1.127,2.5165,0
2.084,-2.0166,1.4776,0.1797,0.9102,1.7088,-0.0787,-1.0684,2.3679,1.1472,1.6211,-0.0003,-0.0004,-0.0019,0.002,0.0,5.195,-0.3425,3.2275,1.125,2.5997,0
2.126,-1.9762,1.5497,0.1764,1.0147,1.7465,-0.0802,-1.0296,2.4369,1.1442,1.6186,-0.0009,0.0004,0.0004,0.001,0.0,5.188,-0.3002,3.2568,1.125,2.5735,0
2.167,-1.9317,1.623,0.173,1.1098,1.764,-0.0875,-0.9974,2.4896,1.1418,1.6008,0.0001,-0.0005,0.0003,0.0005,0.0,5.185,-0.096,3.3204,1.101,2.6669,0
2.205,-1.8884,1.6891,0.1697,1.1922,1.7588,-0.0862,-0.9453,2.5731,1.1299,1.6103,-0.0009,0.0006,0.0007,0.0013,0.0,5.184,-0.0672,3.3391,1.101,2.628,0
2.246,-1.8367,1.7617,0.1662,1.2814,1.728,-0.0793,-0.9089,2.6265,1.1273,1.5913,0.0003,0.0003,0.0005,0.0006,0.0,5.187,-0.0382,3.3573,1.101,2.5796,0
2.288,-1.7814,1.8326,0.163,1.3604,1.6785,-0.0746,-0.8567,2.6961,1.124,1.5888,-0.0011,-0.0,-0.0001,0.0011,0.0,5.196,0.1762,3.4161,1.102,2.6872,0
2.33,-1.723,1.9011,0.1607,1.4346,1.609,-0.0404,-0.7731,2.803,1.1007,1.6124,-0.0002,0.0006,0.001,0.0012,0.0,5.215,0.2058,3.4333,1.102,2.6371,0
2.371,-1.6617,1.9662,0.1596,1.4985,1.5244,-0.0095,-0.7292,2.851,1.0998,1.5926,-0.0009,-0.0002,-0.001,0.0014,0.0,5.231,0.4758,3.5231,1.118,2.8127,0
2.413,-1.598,2.0276,0.1598,1.5518,1.4292,0.0089,-0.6682,2.9112,1.0997,1.5903,0.0003,-0.0004,0.0023,0.0023,0.0,5.256,0.5212,3.5473,1.118,2.7783,0
2.454,-1.5324,2.0849,0.1603,1.5937,1.3312,0.0136,-0.6209,2.9534,1.1001,1.5711,0.0006,0.0007,0.0009,0.0013,0.0,5.279,0.5365,3.5551,1.118,2.7127,0
2.496,-1.4652,2.1381,0.1608,1.6256,1.2355,0.0131,-0.5726,2.993,1.1005,1.5526,0.0005,-0.0005,0.0007,0.001,0.0,5.305,0.5672,3.5703,1.118,2.6642,0
2.538,-1.3969,2.1876,0.1612,1.6507,1.1471,0.0065,-0.4439,3.0347,1.1207,1.5958,-0.0,0.0011,0.0003,0.0012,0.0,5.403,0.8957,3.6302,1.127,2.8758,0
2.579,-1.3276,2.2335,0.1613,1.6695,1.0665,0.0001,-0.3933,3.0678,1.1205,1.5777,0.001,0.0002,-0.0002,0.001,0.0,5.435,1.2504,3.6803,1.112,3.1053,0
2.621,-1.2577,2.2763,0.1611,1.6841,0.9953,-0.0092,-0.2977,3.2017,1.1261,1.646,0.0002,0.0002,-0.0011,0.0012,0.0,5.468,1.2818,3.694,1.112,3.06,0
2.662,-1.1872,2.3161,0.1607,1.701,0.9261,-0.0094,-0.2308,3.2397,1.1247,1.6422,-0.0013,-0.0003,-0.0013,0.0019,0.0,5.515,1.3294,3.7135,1.112,3.0317,0
2.704,-1.1159,2.3532,0.1603,1.7205,0.8622,-0.0094,-0.18,3.2662,1.1236,1.624,-0.0006,0.0008,-0.0003,0.001,0.0,5.552,1.3454,3.7198,1.112,2.9717,0
2.746,-1.0437,2.3879,0.16,1.7427,0.8058,-0.0062,-0.1287,3.2911,1.1226,1.6062,-0.0006,-0.0006,-0.002,0.0022,0.0,5.591,1.6315,3.7429,1.113,3.1466,0
2.787,-0.9706,2.4202,0.1598,1.7664,0.7543,-0.0028,-0.0592,3.3221,1.1214,1.6027,0.0,-0.0003,0.0014,0.0015,0.0,5.645,1.6638,3.7545,1.113,3.103,0
2.829,-0.8964,2.4506,0.1599,1.7921,0.7089,0.0061,-0.0088,3.3964,1.1478,1.6305,-0.0004,-0.0005,0.0003,0.0007,0.0,5.666,2.0113,3.7855,1.127,3.3424,0
2.87,-0.8212,2.4792,0.1596,1.816,0.6694,-0.0191,0.0781,3.4714,1.1554,1.6687,-0.0005,0.0001,0.0,0.0005,0.0,5.575,2.0439,3.796,1.127,3.2982,0
2.912,-0.7449,2.5061,0.1584,1.8419,0.624,-0.0343,0.1509,3.4995,1.1543,1.6677,0.0,-0.0007,0.0015,0.0017,0.0,5.497,2.0932,3.8107,1.127,3.2703,0
2.954,-0.6676,2.531,0.1568,1.8675,0.5775,-0.0392,0.2064,3.5191,1.1531,1.6531,0.0006,-0.0001,0.0019,0.002,0.0,5.438,2.3958,3.8243,1.125,3.4632,0
2.995,-0.5892,2.5541,0.1552,1.8914,0.5322,-0.0396,0.2626,3.5375,1.1518,1.6389,-0.0011,-0.0005,-0.0006,0.0013,0.0,5.379,2.4289,3.8332,1.125,3.4184,0
3.037,-0.5099,2.5752,0.1535,1.9126,0.4906,-0.0439,0.3552,3.5601,1.1806,1.6653,0.0012,-0.0013,-0.0006,0.0019,0.0,5.285,2.8492,3.9035,1.097,3.7333,0
3.078,-0.4298,2.595,0.1502,1.9285,0.4602,-0.1003,0.4128,3.5736,1.1797,1.6515,-0.0005,-0.0008,0.0005,0.0011,0.0,5.226,2.8826,3.9112,1.097,3.688,0
3.12,-0.3491,2.6136,0.1454,1.9443,0.4382,-0.1229,0.4708,3.5864,1.1777,1.6383,0.0001,-0.0008,0.0007,0.001,0.0,5.167,2.933,3.9218,1.097,3.6591,0
3.162,-0.2678,2.6315,0.1401,1.9589,0.4256,-0.1272,0.5486,3.6027,1.1743,1.6368,-0.0006,0.0007,-0.0,0.0009,0.0,5.088,3.2678,3.935,1.1,3.8885,0
3.203,-0.1858,2.6491,0.1349,1.9721,0.4209,-0.1235,0.6073,3.6147,1.1718,1.6238,-0.0001,-0.0006,0.0002,0.0006,0.0,5.029,3.3016,3.9411,1.1,3.8422,0
3.245,-0.1034,2.6667,0.1299,1.9842,0.4224,-0.1133,0.7249,3.652,1.1507,1.6429,-0.0002,0.0006,0.0004,0.0008,0.0,4.906,3.3354,3.9466,1.1,3.7954,0
3.286,-0.0204,2.6844,0.126,1.9966,0.4275,-0.0766,0.8033,3.6681,1.1471,1.6398,-0.0002,0.0001,0.0015,0.0015,0.0,4.826,3.8314,3.9938,1.118,4.1875,0
3.328,0.063,2.7024,0.1234,2.0077,0.4344,-0.056,0.8625,3.6803,1.1454,1.6248,-0.0003,-0.0017,0.0005,0.0018,0.0,4.767,3.8484,3.9959,1.118,4.1221,0
3.37,0.1469,2.7207,0.1215,2.0185,0.4434,-0.0298,1.0118,3.7176,1.0951,1.6401,-0.0,0.0005,0.0026,0.0027,0.0,4.614,3.8654,3.9978,1.118,4.0561,0
3.411,0.2312,2.7393,0.1207,2.0271,0.449,-0.0107,1.093,3.7358,1.0944,1.6381,-0.0005,0.001,-0.0013,0.0017,0.0,4.531,4.2877,4.0093,1.119,4.3663,0
3.453,0.3158,2.7581,0.1205,2.0333,0.4506,-0.0018,1.1541,3.7494,1.0942,1.6228,-0.0003,0.0008,-0.001,0.0013,0.0,4.469,4.3048,4.0106,1.119,4.2986,0
3.494,0.4007,2.7768,0.1206,2.0382,0.4487,0.0019,1.2153,3.7631,1.0943,1.6077,-0.0,0.0001,-0.0004,0.0004,0.0,4.407,4.3391,4.0127,1.119,4.2468,0
3.536,0.4857,2.7954,0.1205,2.042,0.4428,-0.0025,1.2971,3.7813,1.0943,1.6058,0.0006,0.0,-0.0007,0.0009,0.0,4.324,4.8684,3.9962,1.104,4.6494,0
3.578,0.5708,2.8136,0.1205,2.046,0.4323,0.0032,1.3694,3.8017,1.0879,1.5968,0.0005,-0.0007,0.0016,0.0019,0.0,4.25,4.9026,3.9972,1.104,4.597,0
3.619,0.6562,2.8313,0.1209,2.0504,0.4164,0.0137,1.4308,3.8159,1.0874,1.5823,0.0008,0.0001,-0.0008,0.0012,0.0,4.187,4.9198,3.9974,1.104,4.5282,0
3.661,0.7417,2.8482,0.1214,2.0552,0.3962,0.0134,1.5129,3.834,1.0871,1.5808,0.0008,-0.0012,-0.0011,0.0019,0.0,4.104,5.5054,3.9621,1.088,4.9867,0
3.702,0.8275,2.8642,0.122,2.0605,0.3723,0.012,1.5746,3.8469,1.0868,1.5668,0.0006,0.0014,0.0004,0.0016,0.0,4.042,5.5225,3.9616,1.088,4.9174,0
3.744,0.9135,2.8791,0.1224,2.0668,0.3466,0.0107,1.6365,3.859,1.0865,1.5532,-0.0003,0.0016,0.0024,0.0029,0.0,3.98,5.9377,3.962,1.089,5.2297,0
3.786,0.9998,2.8929,0.1235,2.075,0.3202,0.0378,1.7565,3.8976,1.0993,1.5919,-0.0007,-0.0004,0.0015,0.0017,0.0,3.854,5.9891,3.9594,1.089,5.1925,0
3.827,1.0865,2.9057,0.1254,2.0839,0.2995,0.0526,1.8184,3.9058,1.0982,1.5755,-0.0001,-0.0004,-0.0001,0.0004,0.0,3.794,6.6004,3.9335,1.101,5.6931,0
3.869,1.1735,2.9178,0.1278,2.0929,0.2843,0.0511,1.9548,3.9336,1.1549,1.6423,0.0008,0.0003,0.0016,0.0018,0.0,3.657,6.6175,3.9319,1.101,5.6225,0
3.91,1.2609,2.9294,0.1291,2.0999,0.272,0.0186,2.0396,3.9449,1.1548,1.64,0.0006,0.0007,-0.0001,0.0009,0.0,3.574,6.6516,3.9283,1.101,5.568,0
3.952,1.3485,2.9405,0.1295,2.107,0.2603,0.0065,2.1033,3.953,1.154,1.6262,0.0012,0.0011,0.0004,0.0017,0.0,3.513,7.1106,3.9261,1.103,5.9263,0
3.994,1.4365,2.9511,0.1295,2.1148,0.2502,-0.0095,2.212,3.9376,1.1728,1.6319,-0.0002,-0.0018,-0.0005,0.0019,0.0,3.419,7.1446,3.9214,1.103,5.8713,0
4.035,1.5248,2.9613,0.1288,2.1247,0.2426,-0.0184,2.296,3.9471,1.1714,1.6289,-0.0002,0.0002,-0.0017,0.0017,0.0,3.339,7.8295,3.9201,1.122,6.454,0
4.077,1.6136,2.9713,0.1281,2.1366,0.2371,-0.0175,2.3855,3.9724,1.1885,1.6499,0.0002,-0.0004,0.0002,0.0005,0.0,3.247,7.8633,3.9142,1.122,6.3981,0
4.118,1.7029,2.9811,0.1274,2.1498,0.2331,-0.0173,2.4488,3.9793,1.1872,1.6358,-0.0005,-0.0008,0.0014,0.0017,0.0,3.187,7.897,3.9078,1.122,6.3415,0
4.16,1.7928,2.9907,0.1267,2.1635,0.23,-0.0176,2.57,3.9806,1.1785,1.6402,0.0008,-0.0,-0.0006,0.001,0.0,3.077,7.9306,3.9008,1.122,6.2842,0
4.202,1.8833,3.0002,0.1259,2.1767,0.2277,-0.0204,2.6346,3.9873,1.1775,1.6263,0.0003,0.0004,-0.0012,0.0013,0.0,3.016,8.422,3.8973,1.122,6.6747,0
4.243,1.9743,3.0097,0.125,2.1888,0.2261,-0.0222,2.6997,3.9939,1.1765,1.6126,0.001,-0.0005,0.0003,0.0012,0.0,2.955,8.4554,3.8892,1.122,6.6161,0
4.285,2.0657,3.0191,0.1241,2.2007,0.2248,-0.0075,2.8934,3.9962,1.1078,1.6148,-0.0004,0.001,0.0008,0.0013,0.0,2.782,8.4886,3.8805,1.122,6.5567,0
4.326,2.1576,3.0285,0.1246,2.2102,0.2258,0.0225,2.9601,4.0019,1.1066,1.5987,-0.0005,0.0012,0.0006,0.0014,0.0,2.721,9.0806,3.8833,1.13,7.0476,0
4.368,2.2499,3.0379,0.1259,2.2161,0.2278,0.0353,3.027,4.0077,1.1059,1.5827,-0.0,-0.0008,-0.0008,0.0011,0.0,2.66,9.7195,3.8795,1.113,7.5814,0
4.41,2.3423,3.0475,0.1274,2.2198,0.2307,0.0381,3.1163,4.0155,1.1053,1.5788,0.0005,-0.0003,-0.0005,0.0008,0.0,2.579,9.7522,3.8692,1.113,7.5202,0
4.451,2.4349,3.0572,0.1291,2.2226,0.2342,0.0402,3.1833,4.0214,1.1049,1.5628,0.0006,-0.0017,0.0004,0.0018,0.0,2.519,9.7848,3.8584,1.113,7.4586,0
4.493,2.5275,3.067,0.1309,2.225,0.2374,0.0482,3.3343,4.0426,1.0505,1.5648,-0.0001,0.0005,-0.0023,0.0023,0.0,2.379,9.8171,3.847,1.113,7.3967,0
4.534,2.6203,3.0769,0.133,2.2276,0.2376,0.0534,3.4238,4.0521,1.0504,1.5614,0.0007,-0.0007,0.0019,0.0022,0.0,2.3,10.4353,3.8641,1.095,7.9132,0
4.576,2.7132,3.0868,0.1353,2.2305,0.2357,0.0552,3.4909,4.0591,1.0504,1.5453,-0.0002,-0.0002,-0.0018,0.0018,0.0,2.24,10.4832,3.8452,1.095,7.8657,0
4.618,2.8062,3.0965,0.1367,2.2329,0.232,0.0131,3.6428,4.0451,1.0761,1.5755,0.0002,-0.0001,0.0002,0.0003,0.0,2.125,10.499,3.8387,1.095,7.7877,0
4.659,2.8993,3.106,0.1366,2.2364,0.2255,-0.013,3.7332,4.0547,1.0772,1.5748,-0.0008,-0.0008,-0.0005,0.0012,0.0,2.048,11.2352,3.7782,1.091,8.4173,0
4.701,2.9926,3.1152,0.1358,2.2405,0.2166,-0.0237,3.8012,4.0619,1.0773,1.5609,-0.0,-0.0007,0.0007,0.001,0.0,1.991,11.2508,3.7711,1.091,8.3392,0
4.742,3.086,3.124,0.1346,2.2452,0.2057,-0.0298,3.8692,4.0689,1.0773,1.5475,0.0007,-0.0003,0.0018,0.002,0.0,1.935,11.8209,3.7546,1.089,8.8095,0
4.784,3.1797,3.1323,0.1333,2.2506,0.1939,-0.0329,3.96,4.0777,1.0772,1.5471,-0.0005,0.0004,0.0016,0.0017,0.0,1.861,11.8517,3.7395,1.089,8.7456,0
4.826,3.2736,3.1401,0.1318,2.2572,0.1829,-0.0413,4.1353,4.0705,1.1026,1.597,-0.0007,-0.0008,0.002,0.0022,0.0,1.741,11.8823,3.7239,1.089,8.6814,0
4.867,3.3679,3.1476,0.13,2.2678,0.1746,-0.0453,4.2024,4.0752,1.1023,1.5819,-0.0001,0.0003,0.0004,0.0005,0.0,1.692,12.7126,3.7029,1.094,9.4107,0
4.909,3.4627,3.1547,0.128,2.2815,0.1691,-0.0465,4.2924,4.0812,1.1018,1.5796,0.0,-0.0005,0.0004,0.0007,0.0,1.628,13.3265,3.6748,1.091,9.9244,0
4.95,3.5581,3.1617,0.1261,2.2968,0.1659,-0.0475,4.3604,4.0855,1.1015,1.5648,0.0015,-0.0003,-0.0009,0.0018,0.0,1.582,13.3414,3.6662,1.091,9.8437,0
4.992,3.6542,3.1685,0.1241,2.3128,0.1647,-0.0496,4.4288,4.0897,1.1012,1.5503,-0.0003,0.0012,0.0013,0.0018,0.0,1.538,13.3708,3.6486,1.091,9.7764,0
5.034,3.7509,3.1754,0.1219,2.3284,0.1649,-0.0525,4.627,4.119,1.1431,1.6434,0.0009,-0.0008,-0.0001,0.0012,0.0,1.405,13.4,3.6306,1.091,9.7083,0
5.079,3.8581,3.1829,0.1195,2.346,0.1634,-0.0551,4.6963,4.124,1.1424,1.6232,-0.0005,0.0001,-0.0009,0.001,0.0,1.367,13.4289,3.612,1.091,9.6295,0
5.121,3.9562,3.1897,0.1172,2.3615,0.1607,-0.0515,4.7894,4.1307,1.1415,1.6214,0.0009,0.0005,-0.0007,0.0013,0.0,1.32,14.2586,3.5873,1.113,10.358,0
5.163,4.0549,3.1963,0.1152,2.3756,0.1571,-0.0477,4.8597,4.1357,1.1407,1.6068,0.0013,-0.0023,-0.0001,0.0026,0.0,1.288,14.2586,3.5873,1.113,10.2598,0
5.204,4.1542,3.2027,0.1132,2.388,0.1529,-0.047,4.9304,4.1405,1.1401,1.5926,0.0011,-0.0003,0.0,0.0011,0.0,1.259,15.0155,3.5615,1.097,10.9117,0
5.246,4.254,3.209,0.1116,2.4001,0.1495,-0.0332,5.102,4.1538,1.1327,1.6293,-0.0005,-0.0015,0.0008,0.0018,0.0,1.202,15.0567,3.5307,1.097,10.8524,0
5.287,4.3542,3.2152,0.1104,2.4112,0.1479,-0.0263,5.173,4.1571,1.1319,1.6128,0.0002,0.0001,-0.0017,0.0017,0.0,1.187,15.0703,3.5202,1.097,10.7657,0
5.329,4.4549,3.2214,0.1093,2.421,0.1476,-0.0319,5.3145,4.18,1.1724,1.6697,0.0001,0.0008,0.0005,0.0009,0.0,1.153,15.9752,3.5179,1.127,11.5689,0
5.371,4.556,3.2275,0.1077,2.4277,0.1475,-0.0384,5.4516,4.2127,1.1651,1.7003,0.0001,-0.0005,0.0012,0.0013,0.0,1.127,15.9885,3.5071,1.127,11.4813,0
5.412,4.6572,3.2336,0.1061,2.4317,0.1451,-0.0404,5.5247,4.2173,1.1646,1.6854,0.0,0.0011,0.0003,0.0012,0.0,1.132,16.6678,3.4667,1.128,12.0562,0
